date,yhat,yhat_lower,yhat_upper,actual,category,prophet_forecast,prophet_lower,prophet_upper,sku_id,region
2026-01-16,46.717932587000185,39.188042344557616,54.67212532154734,54,Electronics,46.717932587000185,39.188042344557616,54.67212532154734,SKU-100000,North
2025-12-27,33.83490653634189,26.632938055623928,41.20225547020954,37,Electronics,33.83490653634189,26.632938055623928,41.20225547020954,SKU-100000,South
2025-12-28,36.96446779057874,29.435982377739354,44.548576961936206,39,Electronics,36.96446779057874,29.435982377739354,44.548576961936206,SKU-100000,South
2025-12-29,37.15472734552894,29.680568386738376,44.61277711597474,37,Electronics,37.15472734552894,29.680568386738376,44.61277711597474,SKU-100000,South
2025-12-30,40.76135451045184,32.91810603825481,47.98258029367094,49,Electronics,40.76135451045184,32.91810603825481,47.98258029367094,SKU-100000,South
2025-12-31,50.06771155156716,43.221738597789376,58.082236682397,52,Electronics,50.06771155156716,43.221738597789376,58.082236682397,SKU-100000,South
2026-01-01,40.18333506901556,32.85967807744431,47.16384657793697,54,Electronics,40.18333506901556,32.85967807744431,47.16384657793697,SKU-100000,South
2026-01-02,50.668435054259604,43.08564233838897,58.41926443989644,50,Electronics,50.668435054259604,43.08564233838897,58.41926443989644,SKU-100000,South
2026-01-03,41.93379135269038,34.02974186379718,49.554408753571735,41,Electronics,41.93379135269038,34.02974186379718,49.554408753571735,SKU-100000,South
2026-01-04,48.79073323477406,41.27670424896071,56.31536405911188,49,Electronics,48.79073323477406,41.27670424896071,56.31536405911188,SKU-100000,South
2026-01-05,41.99361568091762,34.27284754801186,49.352241735071225,41,Electronics,41.99361568091762,34.27284754801186,49.352241735071225,SKU-100000,South
2026-01-06,54.599993233813514,46.510265223197536,62.13378446258221,64,Electronics,54.599993233813514,46.510265223197536,62.13378446258221,SKU-100000,South
2026-01-07,61.27945962891653,53.92702540597482,68.9032745205506,63,Electronics,61.27945962891653,53.92702540597482,68.9032745205506,SKU-100000,South
2026-01-08,39.51665120612887,31.835573904365642,47.44022027133655,45,Electronics,39.51665120612887,31.835573904365642,47.44022027133655,SKU-100000,South
2026-01-09,30.55554001315821,23.092658603115364,37.89285945987006,27,Electronics,30.55554001315821,23.092658603115364,37.89285945987006,SKU-100000,South
2026-01-10,37.09926032834912,29.334210337832687,45.07024565802835,25,Electronics,37.09926032834912,29.334210337832687,45.07024565802835,SKU-100000,South
2026-01-11,44.60112670995046,36.89123185081176,51.907258806322645,46,Electronics,44.60112670995046,36.89123185081176,51.907258806322645,SKU-100000,South
2026-01-12,48.93056836031196,40.821547582289966,55.943867267237884,45,Electronics,48.93056836031196,40.821547582289966,55.943867267237884,SKU-100000,South
2026-01-13,59.21079686370464,51.620502882682786,66.89189418182846,58,Electronics,59.21079686370464,51.620502882682786,66.89189418182846,SKU-100000,South
2026-01-14,43.562031127614205,36.16667346917834,51.02852949192536,48,Electronics,43.562031127614205,36.16667346917834,51.02852949192536,SKU-100000,South
2026-01-15,54.12338752557443,47.028660100810946,61.59796295642379,60,Electronics,54.12338752557443,47.028660100810946,61.59796295642379,SKU-100000,South
2026-01-16,47.148275682809675,40.08475336085509,54.7781163158122,43,Electronics,47.148275682809675,40.08475336085509,54.7781163158122,SKU-100000,South
2025-12-27,74.19682725881945,66.65855025109418,82.20063853241284,80,Electronics,74.19682725881945,66.65855025109418,82.20063853241284,SKU-100000,West
2025-12-28,47.878193720211875,40.610085469954925,56.251989594739584,63,Electronics,47.878193720211875,40.610085469954925,56.251989594739584,SKU-100000,West
2025-12-29,70.65993056095884,63.25157192542448,78.14428975443201,76,Electronics,70.65993056095884,63.25157192542448,78.14428975443201,SKU-100000,West
2025-12-30,51.16412923669283,43.62064904456664,58.44988383578291,64,Electronics,51.16412923669283,43.62064904456664,58.44988383578291,SKU-100000,West
2025-12-31,46.94425367168937,39.68643016575455,54.58027749600607,52,Electronics,46.94425367168937,39.68643016575455,54.58027749600607,SKU-100000,West
2026-01-01,46.44147040216342,38.94145108350116,53.557737018907794,45,Electronics,46.44147040216342,38.94145108350116,53.557737018907794,SKU-100000,West
2026-01-02,51.19165560586639,44.094650475704526,58.68932733124272,53,Electronics,51.19165560586639,44.094650475704526,58.68932733124272,SKU-100000,West
2026-01-03,56.107576436942445,48.76854942735983,63.54869916717469,50,Electronics,56.107576436942445,48.76854942735983,63.54869916717469,SKU-100000,West
2026-01-04,47.04094250852098,39.662335712433986,53.889015414669736,62,Electronics,47.04094250852098,39.662335712433986,53.889015414669736,SKU-100000,West
2026-01-05,46.11557300374473,38.166391697559696,53.6337172491477,54,Electronics,46.11557300374473,38.166391697559696,53.6337172491477,SKU-100000,West
2026-01-06,46.46275653656433,38.885836990669745,53.838152524966404,53,Electronics,46.46275653656433,38.885836990669745,53.838152524966404,SKU-100000,West
2026-01-07,65.17826413882446,57.30829110536956,72.95245957941236,54,Electronics,65.17826413882446,57.30829110536956,72.95245957941236,SKU-100000,West
2026-01-08,49.8827542874987,42.064838463606925,57.72423274764495,42,Electronics,49.8827542874987,42.064838463606925,57.72423274764495,SKU-100000,West
2026-01-09,38.72634990735497,30.681707576561713,45.888992952110875,41,Electronics,38.72634990735497,30.681707576561713,45.888992952110875,SKU-100000,West
2026-01-10,42.580274408363394,35.036365445804165,50.168924497888604,43,Electronics,42.580274408363394,35.036365445804165,50.168924497888604,SKU-100000,West
2026-01-11,50.38134796352867,42.992498194817735,57.84936687717006,57,Electronics,50.38134796352867,42.992498194817735,57.84936687717006,SKU-100000,West
2026-01-12,43.72448877892996,36.77664847361477,51.27015823944591,47,Electronics,43.72448877892996,36.77664847361477,51.27015823944591,SKU-100000,West
2026-01-13,51.690544766926756,43.800201674964306,59.12506178149663,51,Electronics,51.690544766926756,43.800201674964306,59.12506178149663,SKU-100000,West
2026-01-14,62.565814153086144,55.1291670893593,70.14359677003938,60,Electronics,62.565814153086144,55.1291670893593,70.14359677003938,SKU-100000,West
2026-01-15,63.172966679490436,55.760178437678384,69.7868801051362,57,Electronics,63.172966679490436,55.760178437678384,69.7868801051362,SKU-100000,West
2026-01-16,52.24341118303512,44.62479429466239,60.28863272606399,53,Electronics,52.24341118303512,44.62479429466239,60.28863272606399,SKU-100000,West
2025-12-27,12.870038526522599,11.043200552451655,14.649488806895652,13,Toys,12.870038526522599,11.043200552451655,14.649488806895652,SKU-100001,Central
2025-12-28,12.778858333023353,10.822062248344922,14.593879047546954,14,Toys,12.778858333023353,10.822062248344922,14.593879047546954,SKU-100001,Central
2025-12-29,9.004671540959896,7.180688418383233,10.8601203834608,10,Toys,9.004671540959896,7.180688418383233,10.8601203834608,SKU-100001,Central
2025-12-30,10.111351809488816,8.153175557257144,11.984009172727621,10,Toys,10.111351809488816,8.153175557257144,11.984009172727621,SKU-100001,Central
2025-12-31,10.542659626884799,8.745125997492483,12.378583199230716,11,Toys,10.542659626884799,8.745125997492483,12.378583199230716,SKU-100001,Central
2026-01-01,10.487565626349717,8.518797206143164,12.27651719907964,9,Toys,10.487565626349717,8.518797206143164,12.27651719907964,SKU-100001,Central
2026-01-02,9.547203712633973,7.660011955310336,11.497401291158114,7,Toys,9.547203712633973,7.660011955310336,11.497401291158114,SKU-100001,Central
2026-01-03,10.757940402116377,8.859891875636478,12.554329456499689,8,Toys,10.757940402116377,8.859891875636478,12.554329456499689,SKU-100001,Central
2026-01-04,11.615600527936325,9.845715092362143,13.438888708189157,9,Toys,11.615600527936325,9.845715092362143,13.438888708189157,SKU-100001,Central
2026-01-05,9.290920461571227,7.49973801197342,11.134760031103964,10,Toys,9.290920461571227,7.49973801197342,11.134760031103964,SKU-100001,Central
2026-01-06,10.640706708838213,8.8446346522877,12.520202918458386,9,Toys,10.640706708838213,8.8446346522877,12.520202918458386,SKU-100001,Central
2026-01-07,10.498455560599819,8.574271052608015,12.39284053614652,9,Toys,10.498455560599819,8.574271052608015,12.39284053614652,SKU-100001,Central
2026-01-08,7.882033791281337,6.021571361608883,9.609253281645964,7,Toys,7.882033791281337,6.021571361608883,9.609253281645964,SKU-100001,Central
2026-01-09,7.512451261076259,5.74121480308756,9.287104280750269,4,Toys,7.512451261076259,5.74121480308756,9.287104280750269,SKU-100001,Central
2026-01-10,7.304311094002729,5.530456042715951,9.213348869519201,8,Toys,7.304311094002729,5.530456042715951,9.213348869519201,SKU-100001,Central
2026-01-11,11.579914270604041,9.823847816567477,13.446562840241329,13,Toys,11.579914270604041,9.823847816567477,13.446562840241329,SKU-100001,Central
2026-01-12,7.5111082476448185,5.73356171463749,9.334389624163277,7,Toys,7.5111082476448185,5.73356171463749,9.334389624163277,SKU-100001,Central
2026-01-13,11.999761444602411,10.116443159770345,13.954977444464616,13,Toys,11.999761444602411,10.116443159770345,13.954977444464616,SKU-100001,Central
2026-01-14,12.026227970646934,10.294614430600335,14.016439568654343,9,Toys,12.026227970646934,10.294614430600335,14.016439568654343,SKU-100001,Central
2026-01-15,8.362716095360327,6.587985076934509,10.225686249737414,9,Toys,8.362716095360327,6.587985076934509,10.225686249737414,SKU-100001,Central
2026-01-16,10.264450635436672,8.528960888800716,12.230873459346132,10,Toys,10.264450635436672,8.528960888800716,12.230873459346132,SKU-100001,Central
2025-12-27,16.182650199572727,14.436339757568852,18.25028888380088,17,Toys,16.182650199572727,14.436339757568852,18.25028888380088,SKU-100001,East
2025-12-28,12.367943110505585,10.396052090659765,14.358400977841036,14,Toys,12.367943110505585,10.396052090659765,14.358400977841036,SKU-100001,East
2025-12-29,12.817700463876829,10.761015712316375,14.72468120324671,12,Toys,12.817700463876829,10.761015712316375,14.72468120324671,SKU-100001,East
2025-12-30,10.3665925445415,8.579851520964805,12.332816294821571,11,Toys,10.3665925445415,8.579851520964805,12.332816294821571,SKU-100001,East
2025-12-31,12.993940199667053,11.014551937384933,15.032758167402344,14,Toys,12.993940199667053,11.014551937384933,15.032758167402344,SKU-100001,East
2026-01-01,10.768290751892224,8.941393608408216,12.767762596245753,10,Toys,10.768290751892224,8.941393608408216,12.767762596245753,SKU-100001,East
2026-01-02,6.9167872910723736,5.01332903552195,8.824387007188776,8,Toys,6.9167872910723736,5.01332903552195,8.824387007188776,SKU-100001,East
2026-01-03,12.227968552161574,10.328724312319148,14.125303332777099,8,Toys,12.227968552161574,10.328724312319148,14.125303332777099,SKU-100001,East
2026-01-04,13.03739297011096,11.204487079269292,14.960184723252091,10,Toys,13.03739297011096,11.204487079269292,14.960184723252091,SKU-100001,East
2026-01-05,12.120251504999207,10.156544111395624,14.040181368927158,10,Toys,12.120251504999207,10.156544111395624,14.040181368927158,SKU-100001,East
2026-01-06,12.975528839598383,11.114861739377123,14.80665094783811,11,Toys,12.975528839598383,11.114861739377123,14.80665094783811,SKU-100001,East
2026-01-07,11.571128693735242,9.728747676974612,13.472983075098965,10,Toys,11.571128693735242,9.728747676974612,13.472983075098965,SKU-100001,East
2026-01-08,9.260573508627239,7.375629131143381,11.240328657603209,10,Toys,9.260573508627239,7.375629131143381,11.240328657603209,SKU-100001,East
2026-01-09,11.058577408618689,9.184926379593783,12.873182432517105,11,Toys,11.058577408618689,9.184926379593783,12.873182432517105,SKU-100001,East
2026-01-10,8.741608123155022,6.730007110596845,10.605921354976687,10,Toys,8.741608123155022,6.730007110596845,10.605921354976687,SKU-100001,East
2026-01-11,12.62959059569396,10.783484508081104,14.490074918088071,14,Toys,12.62959059569396,10.783484508081104,14.490074918088071,SKU-100001,East
2026-01-12,9.332672445391102,7.505687283270848,11.320475069401692,7,Toys,9.332672445391102,7.505687283270848,11.320475069401692,SKU-100001,East
2026-01-13,9.158456959209387,7.2945494387975485,10.96104063844415,10,Toys,9.158456959209387,7.2945494387975485,10.96104063844415,SKU-100001,East
2026-01-14,12.939292502776802,11.04046610281863,14.976312079382563,11,Toys,12.939292502776802,11.04046610281863,14.976312079382563,SKU-100001,East
2026-01-15,12.190337827864052,10.307761094964786,14.17927767555455,12,Toys,12.190337827864052,10.307761094964786,14.17927767555455,SKU-100001,East
2026-01-16,7.443485981732236,5.485645557098362,9.444592944196812,7,Toys,7.443485981732236,5.485645557098362,9.444592944196812,SKU-100001,East
2025-12-27,18.726390986932326,16.758264638871104,20.438196230161996,21,Toys,18.726390986932326,16.758264638871104,20.438196230161996,SKU-100001,North
2025-12-28,14.227064573678728,12.428505276245971,16.271985659781336,14,Toys,14.227064573678728,12.428505276245971,16.271985659781336,SKU-100001,North
2025-12-29,10.23737128267213,8.282087707973833,12.124019740256756,9,Toys,10.23737128267213,8.282087707973833,12.124019740256756,SKU-100001,North
2025-12-30,13.584953991330673,11.571763088882472,15.568152688801629,14,Toys,13.584953991330673,11.571763088882472,15.568152688801629,SKU-100001,North
2025-12-31,18.375451726345247,16.579810224474087,20.386143802637736,21,Toys,18.375451726345247,16.579810224474087,20.386143802637736,SKU-100001,North
2026-01-01,13.515496847499291,11.610213030004308,15.38962286735526,12,Toys,13.515496847499291,11.610213030004308,15.38962286735526,SKU-100001,North
2026-01-02,12.292868055300541,10.317178008845474,14.095719122886866,9,Toys,12.292868055300541,10.317178008845474,14.095719122886866,SKU-100001,North
2026-01-03,11.594877415870048,9.692754777850435,13.58870748661972,10,Toys,11.594877415870048,9.692754777850435,13.58870748661972,SKU-100001,North
2026-01-04,11.579247632086318,9.679246362594288,13.515600565981675,10,Toys,11.579247632086318,9.679246362594288,13.515600565981675,SKU-100001,North
2026-01-05,13.890779342704034,11.943337046546226,15.689612304651812,11,Toys,13.890779342704034,11.943337046546226,15.689612304651812,SKU-100001,North
2026-01-06,14.923094860997626,13.270006308861488,16.712835223800756,14,Toys,14.923094860997626,13.270006308861488,16.712835223800756,SKU-100001,North
2026-01-07,11.246235108872838,9.283413113608045,13.110277397255874,10,Toys,11.246235108872838,9.283413113608045,13.110277397255874,SKU-100001,North
2026-01-08,11.134220411711244,9.452334572986803,12.989792818498975,9,Toys,11.134220411711244,9.452334572986803,12.989792818498975,SKU-100001,North
2026-01-09,11.031593442256941,9.112227801504332,12.880629512439265,11,Toys,11.031593442256941,9.112227801504332,12.880629512439265,SKU-100001,North
2026-01-10,8.931237214329759,7.0428466213932035,10.881510648591197,9,Toys,8.931237214329759,7.0428466213932035,10.881510648591197,SKU-100001,North
2026-01-11,12.188474768486508,10.417267169981008,14.087444154196136,12,Toys,12.188474768486508,10.417267169981008,14.087444154196136,SKU-100001,North
2026-01-12,14.696650446777314,12.775331770937576,16.743636372410627,14,Toys,14.696650446777314,12.775331770937576,16.743636372410627,SKU-100001,North
2026-01-13,14.49770207828074,12.438689823310554,16.333159644886702,13,Toys,14.49770207828074,12.438689823310554,16.333159644886702,SKU-100001,North
2026-01-14,14.972332991052337,13.118306761754889,16.840387657683127,13,Toys,14.972332991052337,13.118306761754889,16.840387657683127,SKU-100001,North
2026-01-15,10.98451898019593,9.104840243637794,12.816596795337771,10,Toys,10.98451898019593,9.104840243637794,12.816596795337771,SKU-100001,North
2026-01-16,11.507312083679189,9.810483652442873,13.399784758682019,11,Toys,11.507312083679189,9.810483652442873,13.399784758682019,SKU-100001,North
2025-12-27,13.76078605226267,11.745041835008234,15.648395578744429,12,Toys,13.76078605226267,11.745041835008234,15.648395578744429,SKU-100001,South
2025-12-28,9.564402093768361,7.818982398975467,11.5447630968605,10,Toys,9.564402093768361,7.818982398975467,11.5447630968605,SKU-100001,South
2025-12-29,10.0970757790091,8.127721474457088,12.019422389865786,8,Toys,10.0970757790091,8.127721474457088,12.019422389865786,SKU-100001,South
2025-12-30,9.639397465954808,7.822540716434462,11.583880559346392,11,Toys,9.639397465954808,7.822540716434462,11.583880559346392,SKU-100001,South
2025-12-31,11.847023506072142,9.945942975709725,13.840303865064772,12,Toys,11.847023506072142,9.945942975709725,13.840303865064772,SKU-100001,South
2026-01-01,8.966603296038794,7.1818897167468485,10.934048880076014,6,Toys,8.966603296038794,7.1818897167468485,10.934048880076014,SKU-100001,South
2026-01-02,8.46675492210625,6.551793756016639,10.43214062276776,9,Toys,8.46675492210625,6.551793756016639,10.43214062276776,SKU-100001,South
2026-01-03,10.692803006203857,8.682708992619244,12.571788413860533,9,Toys,10.692803006203857,8.682708992619244,12.571788413860533,SKU-100001,South
2026-01-04,10.466079364444344,8.552414435748535,12.469772729035983,8,Toys,10.466079364444344,8.552414435748535,12.469772729035983,SKU-100001,South
2026-01-05,9.102630039751324,7.098670498408455,10.946214346625162,10,Toys,9.102630039751324,7.098670498408455,10.946214346625162,SKU-100001,South
2026-01-06,10.943622529902546,8.904244591365892,12.908977513720547,7,Toys,10.943622529902546,8.904244591365892,12.908977513720547,SKU-100001,South
2026-01-07,9.177024259413669,7.215479726198402,11.249731605280509,12,Toys,9.177024259413669,7.215479726198402,11.249731605280509,SKU-100001,South
2026-01-08,9.852281641995141,7.80572441892595,11.661439139165013,8,Toys,9.852281641995141,7.80572441892595,11.661439139165013,SKU-100001,South
2026-01-09,8.154549519168523,6.304367435432262,10.184818293889027,6,Toys,8.154549519168523,6.304367435432262,10.184818293889027,SKU-100001,South
2026-01-10,6.37017237505466,4.511690789504075,8.35610346515744,6,Toys,6.37017237505466,4.511690789504075,8.35610346515744,SKU-100001,South
2026-01-11,10.842888283350241,8.95583474792669,12.822237233071053,9,Toys,10.842888283350241,8.95583474792669,12.822237233071053,SKU-100001,South
2026-01-12,9.084743236642566,7.216474584229618,11.043290235889257,9,Toys,9.084743236642566,7.216474584229618,11.043290235889257,SKU-100001,South
2026-01-13,10.585022163791159,8.672545807271417,12.607832703152424,13,Toys,10.585022163791159,8.672545807271417,12.607832703152424,SKU-100001,South
2026-01-14,7.81238152620481,5.709312028818082,9.755173066505206,12,Toys,7.81238152620481,5.709312028818082,9.755173066505206,SKU-100001,South
2026-01-15,8.924874831487543,7.246827410128007,10.797014647773798,9,Toys,8.924874831487543,7.246827410128007,10.797014647773798,SKU-100001,South
2026-01-16,9.316692149378184,7.4466309626629,11.080622559364382,5,Toys,9.316692149378184,7.4466309626629,11.080622559364382,SKU-100001,South
2025-12-27,11.681026486493883,9.712499843645238,13.624996741366115,12,Toys,11.681026486493883,9.712499843645238,13.624996741366115,SKU-100001,West
2025-12-28,10.35270602236969,8.518714253853412,12.243452202817258,10,Toys,10.35270602236969,8.518714253853412,12.243452202817258,SKU-100001,West
2025-12-29,10.95885183560507,9.09742684788432,12.917106958766222,11,Toys,10.95885183560507,9.09742684788432,12.917106958766222,SKU-100001,West
2025-12-30,11.8255903122979,9.860816964554411,13.836419505334115,11,Toys,11.8255903122979,9.860816964554411,13.836419505334115,SKU-100001,West
2025-12-31,20.237855528175366,18.367801513949882,22.22255211634803,24,Toys,20.237855528175366,18.367801513949882,22.22255211634803,SKU-100001,West
2026-01-01,13.92566907976321,11.911392820125178,15.986229506365989,8,Toys,13.92566907976321,11.911392820125178,15.986229506365989,SKU-100001,West
2026-01-02,10.894330733892774,9.015418704790038,12.96996685054011,11,Toys,10.894330733892774,9.015418704790038,12.96996685054011,SKU-100001,West
