date,sku_id,region,category,units_ordered,best_forecast,forecast_error,abs_forecast_error,model_used,model_wmape
2025-12-27,SKU-100000,North,Electronics,50,46.94895,3.0510482788085938,3.0510482788085938,XGBoost,11.0649
2025-12-28,SKU-100000,North,Electronics,57,56.679585,0.3204154968261719,0.3204154968261719,XGBoost,11.0649
2025-12-29,SKU-100000,North,Electronics,51,58.402863,-7.402862548828125,7.402862548828125,XGBoost,11.0649
2025-12-30,SKU-100000,North,Electronics,56,49.70199,6.298011779785156,6.298011779785156,XGBoost,11.0649
2025-12-31,SKU-100000,North,Electronics,87,78.94309,8.056907653808594,8.056907653808594,XGBoost,11.0649
2026-01-01,SKU-100000,North,Electronics,53,53.585663,-0.585662841796875,0.585662841796875,XGBoost,11.0649
2026-01-02,SKU-100000,North,Electronics,54,46.46226,7.537738800048828,7.537738800048828,XGBoost,11.0649
2026-01-03,SKU-100000,North,Electronics,48,51.354534,-3.354534149169922,3.354534149169922,XGBoost,11.0649
2026-01-04,SKU-100000,North,Electronics,29,44.46677,-15.46677017211914,15.46677017211914,XGBoost,11.0649
2026-01-05,SKU-100000,North,Electronics,63,57.50212,5.4978790283203125,5.4978790283203125,XGBoost,11.0649
2026-01-06,SKU-100000,North,Electronics,58,53.656803,4.343196868896484,4.343196868896484,XGBoost,11.0649
2026-01-07,SKU-100000,North,Electronics,73,65.15312,7.8468780517578125,7.8468780517578125,XGBoost,11.0649
2026-01-08,SKU-100000,North,Electronics,53,55.332302,-2.3323020935058594,2.3323020935058594,XGBoost,11.0649
2026-01-09,SKU-100000,North,Electronics,53,53.70613,-0.7061309814453125,0.7061309814453125,XGBoost,11.0649
2026-01-10,SKU-100000,North,Electronics,62,60.682602,1.3173980712890625,1.3173980712890625,XGBoost,11.0649
2026-01-11,SKU-100000,North,Electronics,73,69.61957,3.38043212890625,3.38043212890625,XGBoost,11.0649
2026-01-12,SKU-100000,North,Electronics,54,60.66458,-6.664581298828125,6.664581298828125,XGBoost,11.0649
2026-01-13,SKU-100000,North,Electronics,50,54.16168,-4.161678314208984,4.161678314208984,XGBoost,11.0649
2026-01-14,SKU-100000,North,Electronics,56,51.592407,4.4075927734375,4.4075927734375,XGBoost,11.0649
2026-01-15,SKU-100000,North,Electronics,58,55.867847,2.132152557373047,2.132152557373047,XGBoost,11.0649
2026-01-16,SKU-100000,North,Electronics,54,46.415684,7.584316253662109,7.584316253662109,XGBoost,11.0649
2025-12-27,SKU-100000,South,Electronics,37,37.515644,-0.5156440734863281,0.5156440734863281,XGBoost,11.0649
2025-12-28,SKU-100000,South,Electronics,39,39.650906,-0.6509056091308594,0.6509056091308594,XGBoost,11.0649
2025-12-29,SKU-100000,South,Electronics,37,39.8746,-2.8745994567871094,2.8745994567871094,XGBoost,11.0649
2025-12-30,SKU-100000,South,Electronics,49,42.034576,6.965423583984375,6.965423583984375,XGBoost,11.0649
2025-12-31,SKU-100000,South,Electronics,52,48.98622,3.0137786865234375,3.0137786865234375,XGBoost,11.0649
2026-01-01,SKU-100000,South,Electronics,54,42.083927,11.916072845458984,11.916072845458984,XGBoost,11.0649
2026-01-02,SKU-100000,South,Electronics,50,51.58157,-1.5815696716308594,1.5815696716308594,XGBoost,11.0649
2026-01-03,SKU-100000,South,Electronics,41,43.891613,-2.891613006591797,2.891613006591797,XGBoost,11.0649
2026-01-04,SKU-100000,South,Electronics,49,48.43871,0.5612907409667969,0.5612907409667969,XGBoost,11.0649
2026-01-05,SKU-100000,South,Electronics,41,45.86415,-4.8641510009765625,4.8641510009765625,XGBoost,11.0649
2026-01-06,SKU-100000,South,Electronics,64,55.563843,8.4361572265625,8.4361572265625,XGBoost,11.0649
2026-01-07,SKU-100000,South,Electronics,63,63.00289,-0.00289154052734375,0.00289154052734375,XGBoost,11.0649
2026-01-08,SKU-100000,South,Electronics,45,44.596233,0.4037666320800781,0.4037666320800781,XGBoost,11.0649
2026-01-09,SKU-100000,South,Electronics,27,37.46593,-10.465930938720703,10.465930938720703,XGBoost,11.0649
2026-01-10,SKU-100000,South,Electronics,25,39.811577,-14.811576843261719,14.811576843261719,XGBoost,11.0649
2026-01-11,SKU-100000,South,Electronics,46,42.39455,3.605449676513672,3.605449676513672,XGBoost,11.0649
2026-01-12,SKU-100000,South,Electronics,45,47.72324,-2.7232398986816406,2.7232398986816406,XGBoost,11.0649
2026-01-13,SKU-100000,South,Electronics,58,58.34765,-0.34764862060546875,0.34764862060546875,XGBoost,11.0649
2026-01-14,SKU-100000,South,Electronics,48,42.60762,5.3923797607421875,5.3923797607421875,XGBoost,11.0649
2026-01-15,SKU-100000,South,Electronics,60,52.19528,7.804721832275391,7.804721832275391,XGBoost,11.0649
2026-01-16,SKU-100000,South,Electronics,43,46.387135,-3.387134552001953,3.387134552001953,XGBoost,11.0649
2025-12-27,SKU-100000,West,Electronics,80,66.67186,13.328140258789062,13.328140258789062,XGBoost,11.0649
2025-12-28,SKU-100000,West,Electronics,63,47.395187,15.604812622070312,15.604812622070312,XGBoost,11.0649
2025-12-29,SKU-100000,West,Electronics,76,73.070244,2.9297561645507812,2.9297561645507812,XGBoost,11.0649
2025-12-30,SKU-100000,West,Electronics,64,52.449776,11.550224304199219,11.550224304199219,XGBoost,11.0649
2025-12-31,SKU-100000,West,Electronics,52,50.003082,1.996917724609375,1.996917724609375,XGBoost,11.0649
2026-01-01,SKU-100000,West,Electronics,45,51.44358,-6.443580627441406,6.443580627441406,XGBoost,11.0649
2026-01-02,SKU-100000,West,Electronics,53,53.65763,-0.6576309204101562,0.6576309204101562,XGBoost,11.0649
2026-01-03,SKU-100000,West,Electronics,50,58.101784,-8.101783752441406,8.101783752441406,XGBoost,11.0649
2026-01-04,SKU-100000,West,Electronics,62,52.07839,9.921611785888672,9.921611785888672,XGBoost,11.0649
2026-01-05,SKU-100000,West,Electronics,54,50.925842,3.07415771484375,3.07415771484375,XGBoost,11.0649
2026-01-06,SKU-100000,West,Electronics,53,47.689648,5.310352325439453,5.310352325439453,XGBoost,11.0649
2026-01-07,SKU-100000,West,Electronics,54,66.72238,-12.722381591796875,12.722381591796875,XGBoost,11.0649
2026-01-08,SKU-100000,West,Electronics,42,51.871567,-9.871566772460938,9.871566772460938,XGBoost,11.0649
2026-01-09,SKU-100000,West,Electronics,41,42.845387,-1.8453865051269531,1.8453865051269531,XGBoost,11.0649
2026-01-10,SKU-100000,West,Electronics,43,44.04946,-1.0494613647460938,1.0494613647460938,XGBoost,11.0649
2026-01-11,SKU-100000,West,Electronics,57,50.104755,6.895244598388672,6.895244598388672,XGBoost,11.0649
2026-01-12,SKU-100000,West,Electronics,47,43.63329,3.366710662841797,3.366710662841797,XGBoost,11.0649
2026-01-13,SKU-100000,West,Electronics,51,47.65721,3.3427886962890625,3.3427886962890625,XGBoost,11.0649
2026-01-14,SKU-100000,West,Electronics,60,57.673588,2.3264122009277344,2.3264122009277344,XGBoost,11.0649
2026-01-15,SKU-100000,West,Electronics,57,58.48134,-1.4813385009765625,1.4813385009765625,XGBoost,11.0649
2026-01-16,SKU-100000,West,Electronics,53,48.207703,4.79229736328125,4.79229736328125,XGBoost,11.0649
2025-12-27,SKU-100001,Central,Toys,13,13.146203,-0.14620304107666016,0.14620304107666016,XGBoost,11.0649
2025-12-28,SKU-100001,Central,Toys,14,12.77006,1.229940414428711,1.229940414428711,XGBoost,11.0649
2025-12-29,SKU-100001,Central,Toys,10,8.952922,1.0470781326293945,1.0470781326293945,XGBoost,11.0649
2025-12-30,SKU-100001,Central,Toys,10,10.2902565,-0.2902565002441406,0.2902565002441406,XGBoost,11.0649
2025-12-31,SKU-100001,Central,Toys,11,9.658604,1.3413963317871094,1.3413963317871094,XGBoost,11.0649
2026-01-01,SKU-100001,Central,Toys,9,9.2977495,-0.29774951934814453,0.29774951934814453,XGBoost,11.0649
2026-01-02,SKU-100001,Central,Toys,7,8.071905,-1.0719051361083984,1.0719051361083984,XGBoost,11.0649
2026-01-03,SKU-100001,Central,Toys,8,9.161767,-1.1617670059204102,1.1617670059204102,XGBoost,11.0649
2026-01-04,SKU-100001,Central,Toys,9,9.357225,-0.3572254180908203,0.3572254180908203,XGBoost,11.0649
2026-01-05,SKU-100001,Central,Toys,10,8.887658,1.1123418807983398,1.1123418807983398,XGBoost,11.0649
2026-01-06,SKU-100001,Central,Toys,9,9.486008,-0.4860076904296875,0.4860076904296875,XGBoost,11.0649
2026-01-07,SKU-100001,Central,Toys,9,9.418733,-0.4187326431274414,0.4187326431274414,XGBoost,11.0649
2026-01-08,SKU-100001,Central,Toys,7,8.321741,-1.3217411041259766,1.3217411041259766,XGBoost,11.0649
2026-01-09,SKU-100001,Central,Toys,4,8.023312,-4.023311614990234,4.023311614990234,XGBoost,11.0649
2026-01-10,SKU-100001,Central,Toys,8,8.297649,-0.2976493835449219,0.2976493835449219,XGBoost,11.0649
2026-01-11,SKU-100001,Central,Toys,13,10.294532,2.70546817779541,2.70546817779541,XGBoost,11.0649
2026-01-12,SKU-100001,Central,Toys,7,8.488258,-1.4882583618164062,1.4882583618164062,XGBoost,11.0649
2026-01-13,SKU-100001,Central,Toys,13,11.057289,1.9427108764648438,1.9427108764648438,XGBoost,11.0649
2026-01-14,SKU-100001,Central,Toys,9,10.962904,-1.9629039764404297,1.9629039764404297,XGBoost,11.0649
2026-01-15,SKU-100001,Central,Toys,9,8.857416,0.14258384704589844,0.14258384704589844,XGBoost,11.0649
2026-01-16,SKU-100001,Central,Toys,10,9.8231735,0.17682647705078125,0.17682647705078125,XGBoost,11.0649
2025-12-27,SKU-100001,East,Toys,17,17.218407,-0.21840667724609375,0.21840667724609375,XGBoost,11.0649
2025-12-28,SKU-100001,East,Toys,14,14.017224,-0.01722431182861328,0.01722431182861328,XGBoost,11.0649
2025-12-29,SKU-100001,East,Toys,12,14.477141,-2.4771413803100586,2.4771413803100586,XGBoost,11.0649
2025-12-30,SKU-100001,East,Toys,11,11.24492,-0.2449197769165039,0.2449197769165039,XGBoost,11.0649
2025-12-31,SKU-100001,East,Toys,14,13.946088,0.05391216278076172,0.05391216278076172,XGBoost,11.0649
2026-01-01,SKU-100001,East,Toys,10,11.1617985,-1.1617984771728516,1.1617984771728516,XGBoost,11.0649
2026-01-02,SKU-100001,East,Toys,8,7.469918,0.5300822257995605,0.5300822257995605,XGBoost,11.0649
2026-01-03,SKU-100001,East,Toys,8,12.056006,-4.05600643157959,4.05600643157959,XGBoost,11.0649
2026-01-04,SKU-100001,East,Toys,10,12.716156,-2.716156005859375,2.716156005859375,XGBoost,11.0649
2026-01-05,SKU-100001,East,Toys,10,12.699862,-2.699861526489258,2.699861526489258,XGBoost,11.0649
2026-01-06,SKU-100001,East,Toys,11,11.7945385,-0.7945384979248047,0.7945384979248047,XGBoost,11.0649
2026-01-07,SKU-100001,East,Toys,10,11.210984,-1.210984230041504,1.210984230041504,XGBoost,11.0649
2026-01-08,SKU-100001,East,Toys,10,10.035195,-0.035195350646972656,0.035195350646972656,XGBoost,11.0649
2026-01-09,SKU-100001,East,Toys,11,10.981411,0.018589019775390625,0.018589019775390625,XGBoost,11.0649
2026-01-10,SKU-100001,East,Toys,10,9.63373,0.3662700653076172,0.3662700653076172,XGBoost,11.0649
2026-01-11,SKU-100001,East,Toys,14,12.713936,1.2860641479492188,1.2860641479492188,XGBoost,11.0649
2026-01-12,SKU-100001,East,Toys,7,9.969351,-2.969350814819336,2.969350814819336,XGBoost,11.0649
2026-01-13,SKU-100001,East,Toys,10,9.276146,0.7238540649414062,0.7238540649414062,XGBoost,11.0649
2026-01-14,SKU-100001,East,Toys,11,12.274326,-1.2743263244628906,1.2743263244628906,XGBoost,11.0649
2026-01-15,SKU-100001,East,Toys,12,11.845317,0.15468311309814453,0.15468311309814453,XGBoost,11.0649
2026-01-16,SKU-100001,East,Toys,7,8.454875,-1.4548749923706055,1.4548749923706055,XGBoost,11.0649
2025-12-27,SKU-100001,North,Toys,21,20.06506,0.9349403381347656,0.9349403381347656,XGBoost,11.0649
2025-12-28,SKU-100001,North,Toys,14,15.662299,-1.6622991561889648,1.6622991561889648,XGBoost,11.0649
2025-12-29,SKU-100001,North,Toys,9,11.082244,-2.0822439193725586,2.0822439193725586,XGBoost,11.0649
2025-12-30,SKU-100001,North,Toys,14,14.598007,-0.5980072021484375,0.5980072021484375,XGBoost,11.0649
2025-12-31,SKU-100001,North,Toys,21,17.238043,3.7619571685791016,3.7619571685791016,XGBoost,11.0649
2026-01-01,SKU-100001,North,Toys,12,14.072752,-2.072751998901367,2.072751998901367,XGBoost,11.0649
2026-01-02,SKU-100001,North,Toys,9,13.375884,-4.375884056091309,4.375884056091309,XGBoost,11.0649
2026-01-03,SKU-100001,North,Toys,10,12.082355,-2.0823545455932617,2.0823545455932617,XGBoost,11.0649
2026-01-04,SKU-100001,North,Toys,10,11.338576,-1.338576316833496,1.338576316833496,XGBoost,11.0649
2026-01-05,SKU-100001,North,Toys,11,13.979395,-2.9793949127197266,2.9793949127197266,XGBoost,11.0649
2026-01-06,SKU-100001,North,Toys,14,15.012337,-1.0123367309570312,1.0123367309570312,XGBoost,11.0649
2026-01-07,SKU-100001,North,Toys,10,11.033125,-1.0331249237060547,1.0331249237060547,XGBoost,11.0649
2026-01-08,SKU-100001,North,Toys,9,10.727329,-1.7273292541503906,1.7273292541503906,XGBoost,11.0649
2026-01-09,SKU-100001,North,Toys,11,10.795191,0.20480918884277344,0.20480918884277344,XGBoost,11.0649
2026-01-10,SKU-100001,North,Toys,9,9.827606,-0.827606201171875,0.827606201171875,XGBoost,11.0649
2026-01-11,SKU-100001,North,Toys,12,11.0095005,0.9904994964599609,0.9904994964599609,XGBoost,11.0649
2026-01-12,SKU-100001,North,Toys,14,14.145184,-0.14518356323242188,0.14518356323242188,XGBoost,11.0649
2026-01-13,SKU-100001,North,Toys,13,14.046428,-1.0464277267456055,1.0464277267456055,XGBoost,11.0649
2026-01-14,SKU-100001,North,Toys,13,14.176062,-1.1760616302490234,1.1760616302490234,XGBoost,11.0649
2026-01-15,SKU-100001,North,Toys,10,10.555545,-0.5555448532104492,0.5555448532104492,XGBoost,11.0649
2026-01-16,SKU-100001,North,Toys,11,11.460421,-0.4604206085205078,0.4604206085205078,XGBoost,11.0649
2025-12-27,SKU-100001,South,Toys,12,15.487606,-3.4876060485839844,3.4876060485839844,XGBoost,11.0649
2025-12-28,SKU-100001,South,Toys,10,9.722584,0.2774162292480469,0.2774162292480469,XGBoost,11.0649
2025-12-29,SKU-100001,South,Toys,8,10.316704,-2.3167037963867188,2.3167037963867188,XGBoost,11.0649
2025-12-30,SKU-100001,South,Toys,11,9.116624,1.883376121520996,1.883376121520996,XGBoost,11.0649
2025-12-31,SKU-100001,South,Toys,12,10.089674,1.9103260040283203,1.9103260040283203,XGBoost,11.0649
2026-01-01,SKU-100001,South,Toys,6,7.6417027,-1.641702651977539,1.641702651977539,XGBoost,11.0649
2026-01-02,SKU-100001,South,Toys,9,7.6987367,1.3012633323669434,1.3012633323669434,XGBoost,11.0649
2026-01-03,SKU-100001,South,Toys,9,9.506664,-0.5066642761230469,0.5066642761230469,XGBoost,11.0649
2026-01-04,SKU-100001,South,Toys,8,9.147297,-1.1472969055175781,1.1472969055175781,XGBoost,11.0649
2026-01-05,SKU-100001,South,Toys,10,8.705454,1.294546127319336,1.294546127319336,XGBoost,11.0649
2026-01-06,SKU-100001,South,Toys,7,9.858827,-2.8588266372680664,2.8588266372680664,XGBoost,11.0649
2026-01-07,SKU-100001,South,Toys,12,9.111611,2.8883886337280273,2.8883886337280273,XGBoost,11.0649
2026-01-08,SKU-100001,South,Toys,8,9.817916,-1.817915916442871,1.817915916442871,XGBoost,11.0649
2026-01-09,SKU-100001,South,Toys,6,8.386028,-2.386028289794922,2.386028289794922,XGBoost,11.0649
2026-01-10,SKU-100001,South,Toys,6,8.046355,-2.0463552474975586,2.0463552474975586,XGBoost,11.0649
2026-01-11,SKU-100001,South,Toys,9,10.829111,-1.829111099243164,1.829111099243164,XGBoost,11.0649
2026-01-12,SKU-100001,South,Toys,9,9.304985,-0.30498504638671875,0.30498504638671875,XGBoost,11.0649
2026-01-13,SKU-100001,South,Toys,13,10.192831,2.807168960571289,2.807168960571289,XGBoost,11.0649
2026-01-14,SKU-100001,South,Toys,12,8.657715,3.34228515625,3.34228515625,XGBoost,11.0649
2026-01-15,SKU-100001,South,Toys,9,9.402451,-0.4024505615234375,0.4024505615234375,XGBoost,11.0649
2026-01-16,SKU-100001,South,Toys,5,9.875499,-4.8754987716674805,4.8754987716674805,XGBoost,11.0649
2025-12-27,SKU-100001,West,Toys,12,12.22848,-0.22848033905029297,0.22848033905029297,XGBoost,11.0649
2025-12-28,SKU-100001,West,Toys,10,11.211563,-1.2115631103515625,1.2115631103515625,XGBoost,11.0649
2025-12-29,SKU-100001,West,Toys,11,11.686976,-0.686976432800293,0.686976432800293,XGBoost,11.0649
2025-12-30,SKU-100001,West,Toys,11,11.531308,-0.5313081741333008,0.5313081741333008,XGBoost,11.0649
2025-12-31,SKU-100001,West,Toys,24,18.892492,5.107507705688477,5.107507705688477,XGBoost,11.0649
2026-01-01,SKU-100001,West,Toys,8,13.568952,-5.568951606750488,5.568951606750488,XGBoost,11.0649
2026-01-02,SKU-100001,West,Toys,11,10.570887,0.42911338806152344,0.42911338806152344,XGBoost,11.0649
2026-01-03,SKU-100001,West,Toys,9,9.028773,-0.02877330780029297,0.02877330780029297,XGBoost,11.0649
2026-01-04,SKU-100001,West,Toys,12,11.478478,0.5215215682983398,0.5215215682983398,XGBoost,11.0649
2026-01-05,SKU-100001,West,Toys,12,10.649003,1.350996971130371,1.350996971130371,XGBoost,11.0649
2026-01-06,SKU-100001,West,Toys,14,14.530613,-0.5306129455566406,0.5306129455566406,XGBoost,11.0649
2026-01-07,SKU-100001,West,Toys,8,10.79632,-2.7963199615478516,2.7963199615478516,XGBoost,11.0649
2026-01-08,SKU-100001,West,Toys,13,12.28366,0.7163400650024414,0.7163400650024414,XGBoost,11.0649
2026-01-09,SKU-100001,West,Toys,10,9.995565,0.0044345855712890625,0.0044345855712890625,XGBoost,11.0649
2026-01-10,SKU-100001,West,Toys,9,10.345889,-1.3458890914916992,1.3458890914916992,XGBoost,11.0649
2026-01-11,SKU-100001,West,Toys,12,11.676838,0.3231620788574219,0.3231620788574219,XGBoost,11.0649
2026-01-12,SKU-100001,West,Toys,8,9.133908,-1.1339082717895508,1.1339082717895508,XGBoost,11.0649
2026-01-13,SKU-100001,West,Toys,10,11.283955,-1.2839546203613281,1.2839546203613281,XGBoost,11.0649
2026-01-14,SKU-100001,West,Toys,12,11.911776,0.08822441101074219,0.08822441101074219,XGBoost,11.0649
2026-01-15,SKU-100001,West,Toys,10,11.188458,-1.1884584426879883,1.1884584426879883,XGBoost,11.0649
2026-01-16,SKU-100001,West,Toys,10,9.341112,0.6588878631591797,0.6588878631591797,XGBoost,11.0649
2025-12-27,SKU-100002,Central,Toys,43,44.758987,-1.7589874267578125,1.7589874267578125,XGBoost,11.0649
2025-12-28,SKU-100002,Central,Toys,46,41.39067,4.6093292236328125,4.6093292236328125,XGBoost,11.0649
2025-12-29,SKU-100002,Central,Toys,28,35.213352,-7.213352203369141,7.213352203369141,XGBoost,11.0649
2025-12-30,SKU-100002,Central,Toys,47,39.01953,7.98046875,7.98046875,XGBoost,11.0649
2025-12-31,SKU-100002,Central,Toys,52,43.735542,8.264457702636719,8.264457702636719,XGBoost,11.0649
2026-01-01,SKU-100002,Central,Toys,34,38.103577,-4.10357666015625,4.10357666015625,XGBoost,11.0649
2026-01-02,SKU-100002,Central,Toys,22,32.06287,-10.062870025634766,10.062870025634766,XGBoost,11.0649
2026-01-03,SKU-100002,Central,Toys,32,34.687458,-2.687458038330078,2.687458038330078,XGBoost,11.0649
2026-01-04,SKU-100002,Central,Toys,39,42.215767,-3.2157669067382812,3.2157669067382812,XGBoost,11.0649
2026-01-05,SKU-100002,Central,Toys,33,37.478745,-4.4787445068359375,4.4787445068359375,XGBoost,11.0649
2026-01-06,SKU-100002,Central,Toys,41,44.217884,-3.217884063720703,3.217884063720703,XGBoost,11.0649
2026-01-07,SKU-100002,Central,Toys,53,46.18276,6.817241668701172,6.817241668701172,XGBoost,11.0649
2026-01-08,SKU-100002,Central,Toys,26,35.773994,-9.773994445800781,9.773994445800781,XGBoost,11.0649
2026-01-09,SKU-100002,Central,Toys,34,39.254143,-5.254142761230469,5.254142761230469,XGBoost,11.0649
2026-01-10,SKU-100002,Central,Toys,36,36.85162,-0.8516197204589844,0.8516197204589844,XGBoost,11.0649
2026-01-11,SKU-100002,Central,Toys,41,39.47048,1.5295181274414062,1.5295181274414062,XGBoost,11.0649
2026-01-12,SKU-100002,Central,Toys,31,37.27076,-6.270759582519531,6.270759582519531,XGBoost,11.0649
2026-01-13,SKU-100002,Central,Toys,37,41.618763,-4.618762969970703,4.618762969970703,XGBoost,11.0649
2026-01-14,SKU-100002,Central,Toys,30,44.1705,-14.170501708984375,14.170501708984375,XGBoost,11.0649
2026-01-15,SKU-100002,Central,Toys,30,33.62096,-3.620960235595703,3.620960235595703,XGBoost,11.0649
2026-01-16,SKU-100002,Central,Toys,20,32.08374,-12.083740234375,12.083740234375,XGBoost,11.0649
2025-12-27,SKU-100002,East,Toys,42,40.305996,1.6940040588378906,1.6940040588378906,XGBoost,11.0649
2025-12-28,SKU-100002,East,Toys,46,46.06181,-0.061809539794921875,0.061809539794921875,XGBoost,11.0649
2025-12-29,SKU-100002,East,Toys,42,35.062214,6.937786102294922,6.937786102294922,XGBoost,11.0649
2025-12-30,SKU-100002,East,Toys,39,42.321983,-3.3219833374023438,3.3219833374023438,XGBoost,11.0649
2025-12-31,SKU-100002,East,Toys,71,61.271614,9.728385925292969,9.728385925292969,XGBoost,11.0649
2026-01-01,SKU-100002,East,Toys,45,46.834625,-1.834625244140625,1.834625244140625,XGBoost,11.0649
2026-01-02,SKU-100002,East,Toys,29,34.58757,-5.5875701904296875,5.5875701904296875,XGBoost,11.0649
2026-01-03,SKU-100002,East,Toys,29,33.969337,-4.969337463378906,4.969337463378906,XGBoost,11.0649
2026-01-04,SKU-100002,East,Toys,37,38.60164,-1.6016387939453125,1.6016387939453125,XGBoost,11.0649
2026-01-05,SKU-100002,East,Toys,35,46.094505,-11.094505310058594,11.094505310058594,XGBoost,11.0649
2026-01-06,SKU-100002,East,Toys,46,48.533306,-2.533306121826172,2.533306121826172,XGBoost,11.0649
2026-01-07,SKU-100002,East,Toys,52,48.00841,3.991588592529297,3.991588592529297,XGBoost,11.0649
2026-01-08,SKU-100002,East,Toys,41,44.057564,-3.0575637817382812,3.0575637817382812,XGBoost,11.0649
2026-01-09,SKU-100002,East,Toys,35,38.58171,-3.5817108154296875,3.5817108154296875,XGBoost,11.0649
2026-01-10,SKU-100002,East,Toys,33,35.003506,-2.0035057067871094,2.0035057067871094,XGBoost,11.0649
