sku_id,region,train_rows,test_rows
SKU-100207,North,1.0,
SKU-100208,West,1.0,
SKU-100209,East,1.0,
SKU-100210,East,1.0,
SKU-100211,East,1.0,
SKU-100212,South,1.0,
SKU-100213,East,1.0,
SKU-100214,North,1.0,
SKU-100215,North,1.0,
SKU-100216,South,1.0,
SKU-100217,East,1.0,
SKU-100218,North,1.0,
SKU-100219,North,1.0,
SKU-100220,South,1.0,
SKU-100221,West,1.0,
SKU-100222,West,1.0,
SKU-100223,West,1.0,
SKU-100224,East,1.0,
SKU-100225,West,1.0,
SKU-100226,North,1.0,
SKU-100227,North,1.0,
SKU-100228,North,1.0,
SKU-100229,South,1.0,
SKU-100230,East,1.0,
SKU-100231,East,1.0,
SKU-100232,South,1.0,
SKU-100233,North,1.0,
SKU-100234,South,1.0,
SKU-100235,West,1.0,
SKU-100236,West,1.0,
SKU-100237,East,1.0,
SKU-100238,North,1.0,
SKU-100239,West,1.0,
SKU-100240,West,1.0,
SKU-100241,East,1.0,
SKU-100242,South,1.0,
SKU-100243,South,1.0,
SKU-100244,West,1.0,
SKU-100245,South,1.0,
SKU-100246,East,1.0,
SKU-100247,North,1.0,
SKU-100248,West,1.0,
SKU-100249,North,1.0,
SKU-100250,North,1.0,
SKU-100251,North,1.0,
SKU-100252,South,1.0,
SKU-100253,East,1.0,
SKU-100254,East,1.0,
SKU-100255,South,1.0,
SKU-100256,South,1.0,
SKU-100257,South,1.0,
SKU-100258,South,1.0,
SKU-100259,East,1.0,
SKU-100260,North,1.0,
SKU-100261,East,1.0,
SKU-100262,West,1.0,
SKU-100263,West,1.0,
SKU-100264,East,1.0,
SKU-100265,West,1.0,
SKU-100266,North,1.0,
SKU-100267,East,1.0,
SKU-100268,East,1.0,
SKU-100269,West,1.0,
SKU-100270,South,1.0,
SKU-100271,North,1.0,
SKU-100272,South,1.0,
SKU-100273,West,1.0,
SKU-100274,South,1.0,
SKU-100275,East,1.0,
SKU-100276,West,1.0,
SKU-100277,North,1.0,
SKU-100278,West,1.0,
SKU-100279,East,1.0,
SKU-100280,West,1.0,
SKU-100281,North,1.0,
SKU-100282,South,1.0,
SKU-100283,North,1.0,
SKU-100284,West,1.0,
SKU-100285,North,1.0,
SKU-100286,East,1.0,
SKU-100287,South,1.0,
SKU-100288,South,1.0,
SKU-100289,North,1.0,
SKU-100290,West,1.0,
SKU-100291,East,1.0,
SKU-100292,West,1.0,
SKU-100293,West,1.0,
SKU-100294,West,1.0,
SKU-100295,South,1.0,
SKU-100296,West,1.0,
SKU-100297,East,1.0,
SKU-100298,South,1.0,
SKU-100299,North,1.0,
SKU-100300,East,1.0,
SKU-100301,South,1.0,
SKU-100302,South,1.0,
SKU-100303,East,1.0,
SKU-100304,North,1.0,
SKU-100305,North,1.0,
SKU-100306,South,1.0,
SKU-100307,South,1.0,
SKU-100308,West,1.0,
SKU-100309,East,1.0,
SKU-100310,West,1.0,
SKU-100311,East,1.0,
SKU-100312,South,1.0,
SKU-100313,South,1.0,
SKU-100314,South,1.0,
SKU-100315,North,1.0,
SKU-100316,West,1.0,
SKU-100317,West,1.0,
SKU-100318,East,1.0,
SKU-100319,East,1.0,
SKU-100320,North,1.0,
SKU-100321,East,1.0,
SKU-100322,South,1.0,
SKU-100323,North,1.0,
SKU-100324,South,1.0,
SKU-100325,South,1.0,
SKU-100326,North,1.0,
SKU-100327,South,1.0,
SKU-100328,West,1.0,
SKU-100329,South,1.0,
SKU-100330,North,1.0,
SKU-100331,North,1.0,
SKU-100332,East,1.0,
SKU-100333,South,1.0,
SKU-100334,West,1.0,
SKU-100335,East,1.0,
SKU-100336,North,1.0,
SKU-100337,North,1.0,
SKU-100338,North,1.0,
SKU-100339,West,1.0,
SKU-100340,East,1.0,
SKU-100341,West,1.0,
SKU-100342,North,1.0,
SKU-100343,North,1.0,
SKU-100344,South,1.0,
SKU-100345,North,1.0,
SKU-100346,East,1.0,
SKU-100347,West,1.0,
SKU-100348,West,1.0,
SKU-100349,South,1.0,
SKU-100350,West,1.0,
SKU-100351,North,1.0,
SKU-100352,South,1.0,
SKU-100353,East,1.0,
SKU-100354,West,1.0,
SKU-100355,South,1.0,
SKU-100356,North,1.0,
SKU-100357,South,1.0,
SKU-100358,North,1.0,
SKU-100359,West,1.0,
SKU-100360,South,1.0,
SKU-100361,South,1.0,
SKU-100362,West,1.0,
SKU-100363,North,1.0,
SKU-100364,North,1.0,
SKU-100365,West,1.0,
SKU-100366,West,1.0,
SKU-100367,North,1.0,
SKU-100368,East,1.0,
SKU-100369,West,1.0,
SKU-100370,East,1.0,
SKU-100371,West,1.0,
SKU-100372,East,1.0,
SKU-100373,North,1.0,
SKU-100374,North,1.0,
SKU-100375,West,1.0,
SKU-100376,North,1.0,
SKU-100377,North,1.0,
SKU-100378,West,1.0,
SKU-100379,East,1.0,
SKU-100380,North,1.0,
SKU-100381,South,1.0,
SKU-100382,North,1.0,
SKU-100383,South,1.0,
SKU-100384,North,1.0,
SKU-100385,South,1.0,
SKU-100386,East,1.0,
SKU-100387,West,1.0,
SKU-100388,East,1.0,
SKU-100389,East,1.0,
SKU-100390,East,1.0,
SKU-100391,North,1.0,
SKU-100392,East,1.0,
SKU-100393,South,1.0,
SKU-100394,West,1.0,
SKU-100395,South,1.0,
SKU-100396,North,1.0,
SKU-100397,North,1.0,
SKU-100398,North,1.0,
SKU-100399,East,1.0,
SKU-100400,North,1.0,
SKU-100401,West,1.0,
SKU-100402,South,1.0,
SKU-100403,West,1.0,
SKU-100404,East,1.0,
SKU-100405,West,1.0,
SKU-100406,West,1.0,
SKU-100407,South,1.0,
SKU-100408,South,1.0,
SKU-100409,North,1.0,
SKU-100410,North,1.0,
SKU-100411,South,1.0,
SKU-100412,West,1.0,
SKU-100413,West,1.0,
SKU-100414,West,1.0,
SKU-100415,South,1.0,
SKU-100416,North,1.0,
SKU-100417,South,1.0,
SKU-100418,East,1.0,
SKU-100419,South,1.0,
SKU-100420,South,1.0,
SKU-100421,East,1.0,
SKU-100422,East,1.0,
SKU-100423,South,1.0,
SKU-100424,South,1.0,
SKU-100425,North,1.0,
SKU-100426,East,1.0,
SKU-100427,West,1.0,
SKU-100428,East,1.0,
SKU-100429,West,1.0,
SKU-100430,North,1.0,
SKU-100431,North,1.0,
SKU-100432,South,1.0,
SKU-100433,North,1.0,
SKU-100434,West,1.0,
SKU-100435,West,1.0,
SKU-100436,East,1.0,
SKU-100437,South,1.0,
SKU-100438,West,1.0,
SKU-100439,North,1.0,
SKU-100440,East,1.0,
SKU-100441,North,1.0,
SKU-100442,West,1.0,
SKU-100443,South,1.0,
SKU-100444,East,1.0,
SKU-100445,East,1.0,
SKU-100446,West,1.0,
SKU-100447,North,1.0,
SKU-100448,North,1.0,
SKU-100449,South,1.0,
SKU-100450,South,1.0,
SKU-100451,South,1.0,
SKU-100452,West,1.0,
SKU-100453,North,1.0,
SKU-100454,North,1.0,
SKU-100455,East,1.0,
SKU-100456,South,1.0,
SKU-100457,East,1.0,
SKU-100458,South,1.0,
SKU-100459,South,1.0,
SKU-100460,West,1.0,
SKU-100461,South,1.0,
SKU-100462,West,1.0,
SKU-100463,East,1.0,
SKU-100464,East,1.0,
SKU-100465,West,1.0,
SKU-100466,North,1.0,
SKU-100467,North,1.0,
SKU-100468,East,1.0,
SKU-100469,East,1.0,
SKU-100470,East,1.0,
SKU-100471,North,1.0,
SKU-100472,South,1.0,
SKU-100473,South,1.0,
SKU-100474,North,1.0,
SKU-100475,South,1.0,
SKU-100476,West,1.0,
SKU-100477,East,1.0,
SKU-100478,West,1.0,
SKU-100479,South,1.0,
SKU-100480,West,1.0,
SKU-100481,South,1.0,
SKU-100482,North,1.0,
SKU-100483,East,1.0,
SKU-100484,North,1.0,
SKU-100485,East,1.0,
SKU-100486,West,1.0,
SKU-100487,East,1.0,
SKU-100488,North,1.0,
SKU-100489,East,1.0,
SKU-100490,South,1.0,
SKU-100491,West,1.0,
SKU-100492,North,1.0,
SKU-100493,East,1.0,
SKU-100494,West,1.0,
SKU-100495,West,1.0,
SKU-100496,East,1.0,
SKU-100497,North,1.0,
SKU-100498,East,1.0,
SKU-100499,West,1.0,
SKU-100500,West,1.0,
SKU-100501,East,1.0,
SKU-100502,North,1.0,
SKU-100503,West,1.0,
SKU-100504,North,1.0,
SKU-100505,East,1.0,
SKU-100506,West,1.0,
SKU-100507,North,1.0,
SKU-100508,North,1.0,
SKU-100509,North,1.0,
SKU-100510,South,1.0,
SKU-100511,East,1.0,
SKU-100512,West,1.0,
SKU-100513,North,1.0,
SKU-100514,North,1.0,
SKU-100515,West,1.0,
SKU-100516,West,1.0,
SKU-100517,West,1.0,
SKU-100518,West,1.0,
SKU-100519,North,1.0,
SKU-100520,West,1.0,
SKU-100521,South,1.0,
SKU-100522,North,1.0,
SKU-100523,West,1.0,
SKU-100524,West,1.0,
SKU-100525,East,1.0,
SKU-100526,East,1.0,
SKU-100527,West,1.0,
SKU-100528,West,1.0,
SKU-100529,West,1.0,
SKU-100530,East,1.0,
SKU-100531,South,1.0,
SKU-100532,North,1.0,
SKU-100533,East,1.0,
SKU-100534,North,1.0,
SKU-100535,South,1.0,
SKU-100536,West,1.0,
SKU-100537,North,1.0,
SKU-100538,East,1.0,
SKU-100539,South,1.0,
SKU-100540,South,1.0,
SKU-100541,South,1.0,
SKU-100542,South,1.0,
SKU-100543,East,1.0,
SKU-100544,West,1.0,
SKU-100545,North,1.0,
SKU-100546,South,1.0,
SKU-100547,North,1.0,
SKU-100548,East,1.0,
SKU-100549,North,1.0,
SKU-100550,North,1.0,
SKU-100551,North,1.0,
SKU-100552,West,1.0,
SKU-100553,East,1.0,
SKU-100554,South,1.0,
SKU-100555,South,1.0,
SKU-100556,West,1.0,
SKU-100557,South,1.0,
SKU-100558,North,1.0,
SKU-100559,East,1.0,
SKU-100560,South,1.0,
SKU-100561,South,1.0,
SKU-100562,North,1.0,
SKU-100563,South,1.0,
SKU-100564,East,1.0,
SKU-100565,South,1.0,
SKU-100566,South,1.0,
SKU-100567,North,1.0,
SKU-100568,East,1.0,
SKU-100569,North,1.0,
SKU-100570,West,1.0,
SKU-100571,West,1.0,
SKU-100572,East,1.0,
SKU-100573,East,1.0,
SKU-100574,East,1.0,
SKU-100575,East,1.0,
SKU-100576,North,1.0,
SKU-100577,North,1.0,
SKU-100578,West,1.0,
SKU-100579,East,1.0,
SKU-100580,North,1.0,
SKU-100581,West,1.0,
SKU-100582,North,1.0,
SKU-100583,North,1.0,
SKU-100584,East,1.0,
SKU-100585,North,1.0,
SKU-100586,North,1.0,
SKU-100587,East,1.0,
SKU-100588,West,1.0,
SKU-100589,North,1.0,
SKU-100590,North,1.0,
SKU-100591,West,1.0,
SKU-100592,East,1.0,
SKU-100593,North,1.0,
SKU-100594,East,1.0,
SKU-100595,South,1.0,
SKU-100596,North,1.0,
SKU-100597,East,1.0,
SKU-100598,North,1.0,
SKU-100599,West,1.0,
SKU-100600,West,1.0,
SKU-100601,West,1.0,
SKU-100602,South,1.0,
SKU-100603,East,1.0,
SKU-100604,South,1.0,
SKU-100605,West,1.0,
SKU-100606,West,1.0,
SKU-100607,South,1.0,
SKU-100608,South,1.0,
SKU-100609,South,1.0,
SKU-100610,North,1.0,
SKU-100611,North,1.0,
SKU-100612,South,1.0,
SKU-100613,South,1.0,
SKU-100614,South,1.0,
SKU-100615,East,1.0,
SKU-100616,West,1.0,
SKU-100617,West,1.0,
SKU-100618,North,1.0,
SKU-100619,South,1.0,
SKU-100620,East,1.0,
SKU-100621,West,1.0,
SKU-100622,East,1.0,
SKU-100623,East,1.0,
SKU-100624,West,1.0,
SKU-100625,North,1.0,
SKU-100626,East,1.0,
SKU-100627,South,1.0,
SKU-100628,South,1.0,
SKU-100629,West,1.0,
SKU-100630,East,1.0,
SKU-100631,North,1.0,
SKU-100632,East,1.0,
SKU-100633,North,1.0,
SKU-100634,East,1.0,
SKU-100635,West,1.0,
SKU-100636,West,1.0,
SKU-100637,North,1.0,
SKU-100638,East,1.0,
SKU-100639,South,1.0,
SKU-100640,North,1.0,
SKU-100641,South,1.0,
SKU-100642,West,1.0,
SKU-100643,South,1.0,
SKU-100644,North,1.0,
SKU-100645,East,1.0,
SKU-100646,North,1.0,
SKU-100647,West,1.0,
SKU-100648,East,1.0,
SKU-100649,East,1.0,
SKU-100650,North,1.0,
SKU-100651,East,1.0,
SKU-100652,East,1.0,
SKU-100653,North,1.0,
SKU-100654,East,1.0,
SKU-100655,North,1.0,
SKU-100656,West,1.0,
SKU-100657,West,1.0,
SKU-100658,South,1.0,
SKU-100659,South,1.0,
SKU-100660,West,1.0,
SKU-100661,South,1.0,
SKU-100662,North,1.0,
SKU-100663,East,1.0,
SKU-100664,South,1.0,
SKU-100665,West,1.0,
SKU-100666,West,1.0,
SKU-100667,South,1.0,
SKU-100668,South,1.0,
SKU-100669,South,1.0,
SKU-100670,South,1.0,
SKU-100671,North,1.0,
SKU-100672,West,1.0,
SKU-100673,West,1.0,
SKU-100674,East,1.0,
SKU-100675,East,1.0,
SKU-100676,North,1.0,
SKU-100677,North,1.0,
SKU-100678,South,1.0,
SKU-100679,North,1.0,
SKU-100680,West,1.0,
SKU-100681,North,1.0,
SKU-100682,North,1.0,
SKU-100683,South,1.0,
SKU-100684,West,1.0,
SKU-100685,West,1.0,
SKU-100686,South,1.0,
SKU-100687,East,1.0,
SKU-100688,West,1.0,
SKU-100689,West,1.0,
SKU-100690,North,1.0,
SKU-100691,North,1.0,
SKU-100692,West,1.0,
SKU-100693,North,1.0,
SKU-100694,South,1.0,
SKU-100695,West,1.0,
SKU-100696,East,1.0,
SKU-100697,East,1.0,
SKU-100698,West,1.0,
SKU-100699,East,1.0,
SKU-100700,South,1.0,
SKU-100701,North,1.0,
SKU-100702,South,1.0,
SKU-100703,East,1.0,
SKU-100704,West,1.0,
SKU-100705,South,1.0,
SKU-100706,East,1.0,
SKU-100707,South,1.0,
SKU-100708,West,1.0,
SKU-100709,East,1.0,
SKU-100710,West,1.0,
SKU-100711,South,1.0,
SKU-100712,South,1.0,
SKU-100713,South,1.0,
SKU-100714,North,1.0,
SKU-100715,North,1.0,
SKU-100716,East,1.0,
SKU-100717,West,1.0,
SKU-100718,South,1.0,
SKU-100719,West,1.0,
SKU-100720,East,1.0,
SKU-100721,West,1.0,
SKU-100722,South,1.0,
SKU-100723,North,1.0,
SKU-100724,West,1.0,
SKU-100725,East,1.0,
SKU-100726,North,1.0,
SKU-100727,West,1.0,
SKU-100728,East,1.0,
SKU-100729,South,1.0,
SKU-100730,East,1.0,
SKU-100731,South,1.0,
SKU-100732,South,1.0,
SKU-100733,South,1.0,
SKU-100734,East,1.0,
SKU-100735,East,1.0,
SKU-100736,South,1.0,
SKU-100737,East,1.0,
SKU-100738,South,1.0,
SKU-100739,South,1.0,
SKU-100740,East,1.0,
SKU-100741,West,1.0,
SKU-100742,West,1.0,
SKU-100743,West,1.0,
SKU-100744,North,1.0,
SKU-100745,North,1.0,
SKU-100746,South,1.0,
SKU-100747,North,1.0,
SKU-100748,East,1.0,
SKU-100749,West,1.0,
SKU-100750,West,1.0,
SKU-100751,South,1.0,
SKU-100752,North,1.0,
SKU-100753,East,1.0,
SKU-100754,South,1.0,
SKU-100755,South,1.0,
SKU-100756,West,1.0,
SKU-100757,East,1.0,
SKU-100758,East,1.0,
SKU-100759,West,1.0,
SKU-100760,North,1.0,
SKU-100761,West,1.0,
SKU-100762,South,1.0,
SKU-100763,North,1.0,
SKU-100764,North,1.0,
SKU-100765,West,1.0,
SKU-100766,North,1.0,
SKU-100767,South,1.0,
SKU-100768,North,1.0,
SKU-100769,East,1.0,
SKU-100770,West,1.0,
SKU-100771,North,1.0,
SKU-100772,North,1.0,
SKU-100773,South,1.0,
SKU-100774,South,1.0,
SKU-100775,East,1.0,
SKU-100776,East,1.0,
SKU-100777,North,1.0,
SKU-100778,East,1.0,
SKU-100779,East,1.0,
SKU-100780,South,1.0,
SKU-100781,South,1.0,
SKU-100782,South,1.0,
SKU-100783,West,1.0,
SKU-100784,South,1.0,
SKU-100785,South,1.0,
SKU-100786,East,1.0,
SKU-100787,East,1.0,
SKU-100788,West,1.0,
SKU-100789,North,1.0,
SKU-100790,South,1.0,
SKU-100791,South,1.0,
SKU-100792,East,1.0,
SKU-100793,North,1.0,
SKU-100794,North,1.0,
SKU-100795,North,1.0,
SKU-100796,North,1.0,
SKU-100797,North,1.0,
SKU-100798,West,1.0,
SKU-100799,East,1.0,
SKU-100800,East,1.0,
SKU-100801,West,1.0,
SKU-100802,East,1.0,
SKU-100803,West,1.0,
SKU-100804,South,1.0,
SKU-100805,West,1.0,
SKU-100806,North,1.0,
SKU-100807,West,1.0,
SKU-100808,North,1.0,
SKU-100809,South,1.0,
SKU-100810,East,1.0,
SKU-100811,West,1.0,
SKU-100812,West,1.0,
SKU-100813,West,1.0,
SKU-100814,North,1.0,
SKU-100815,South,1.0,
SKU-100816,West,1.0,
SKU-100817,South,1.0,
SKU-100818,East,1.0,
SKU-100819,North,1.0,
SKU-100820,East,1.0,
SKU-100821,North,1.0,
SKU-100822,East,1.0,
SKU-100823,East,1.0,
SKU-100824,North,1.0,
SKU-100825,North,1.0,
SKU-100826,North,1.0,
SKU-100827,South,1.0,
SKU-100828,West,1.0,
SKU-100829,East,1.0,
SKU-100830,North,1.0,
SKU-100831,West,1.0,
SKU-100832,East,1.0,
SKU-100833,East,1.0,
SKU-100834,East,1.0,
SKU-100835,West,1.0,
SKU-100836,West,1.0,
SKU-100837,East,1.0,
SKU-100838,North,1.0,
SKU-100839,South,1.0,
SKU-100840,West,1.0,
SKU-100841,South,1.0,
SKU-100842,East,1.0,
SKU-100843,West,1.0,
SKU-100844,East,1.0,
SKU-100845,South,1.0,
SKU-100846,South,1.0,
SKU-100847,North,1.0,
SKU-100848,East,1.0,
SKU-100849,South,1.0,
SKU-100850,South,1.0,
SKU-100851,East,1.0,
SKU-100852,South,1.0,
SKU-100853,South,1.0,
SKU-100854,West,1.0,
SKU-100855,West,1.0,
SKU-100856,North,1.0,
SKU-100857,West,1.0,
SKU-100858,South,1.0,
SKU-100859,North,1.0,
SKU-100860,South,1.0,
SKU-100861,South,1.0,
SKU-100862,West,1.0,
SKU-100863,North,1.0,
SKU-100864,South,1.0,
SKU-100865,West,1.0,
SKU-100866,East,1.0,
SKU-100867,South,1.0,
SKU-100868,South,1.0,
SKU-100869,South,1.0,
SKU-100870,West,1.0,
SKU-100871,South,1.0,
SKU-100872,East,1.0,
SKU-100873,North,1.0,
SKU-100874,North,1.0,
SKU-100875,West,1.0,
SKU-100876,South,1.0,
SKU-100877,North,1.0,
SKU-100878,West,1.0,
SKU-100879,East,1.0,
SKU-100880,East,1.0,
SKU-100881,South,1.0,
SKU-100882,West,1.0,
SKU-100883,West,1.0,
SKU-100884,East,1.0,
SKU-100885,South,1.0,
SKU-100886,East,1.0,
SKU-100887,South,1.0,
SKU-100888,South,1.0,
SKU-100889,North,1.0,
SKU-100890,West,1.0,
SKU-100891,East,1.0,
SKU-100892,East,1.0,
SKU-100893,West,1.0,
SKU-100894,South,1.0,
SKU-100895,East,1.0,
SKU-100896,East,1.0,
SKU-100897,North,1.0,
SKU-100898,South,1.0,
SKU-100899,West,1.0,
SKU-100900,East,1.0,
SKU-100901,East,1.0,
SKU-100902,West,1.0,
SKU-100903,North,1.0,
SKU-100904,South,1.0,
SKU-100905,West,1.0,
SKU-100906,South,1.0,
SKU-100907,South,1.0,
SKU-100908,East,1.0,
SKU-100909,East,1.0,
SKU-100910,East,1.0,
SKU-100911,West,1.0,
SKU-100912,North,1.0,
SKU-100913,West,1.0,
SKU-100914,East,1.0,
SKU-100915,East,1.0,
SKU-100916,North,1.0,
SKU-100917,North,1.0,
SKU-100918,East,1.0,
SKU-100919,East,1.0,
SKU-100920,South,1.0,
SKU-100921,East,1.0,
SKU-100922,West,1.0,
SKU-100923,East,1.0,
SKU-100924,West,1.0,
SKU-100925,South,1.0,
SKU-100926,West,1.0,
SKU-100927,West,1.0,
SKU-100928,West,1.0,
SKU-100929,North,1.0,
SKU-100930,West,1.0,
SKU-100931,West,1.0,
SKU-100932,West,1.0,
SKU-100933,South,1.0,
SKU-100934,East,1.0,
SKU-100935,West,1.0,
SKU-100936,North,1.0,
SKU-100937,East,1.0,
SKU-100938,West,1.0,
SKU-100939,East,1.0,
SKU-100940,West,1.0,
SKU-100941,South,1.0,
SKU-100942,North,1.0,
SKU-100943,East,1.0,
SKU-100944,North,1.0,
SKU-100945,West,1.0,
SKU-100946,North,1.0,
SKU-100947,West,1.0,
SKU-100948,West,1.0,
SKU-100949,North,1.0,
SKU-100950,South,1.0,
SKU-100951,North,1.0,
SKU-100952,North,1.0,
SKU-100953,West,1.0,
SKU-100954,West,1.0,
SKU-100955,South,1.0,
SKU-100956,East,1.0,
SKU-100957,West,1.0,
SKU-100958,South,1.0,
SKU-100959,West,1.0,
SKU-100960,East,1.0,
SKU-100961,North,1.0,
SKU-100962,North,1.0,
SKU-100963,East,1.0,
SKU-100964,West,1.0,
SKU-100965,East,1.0,
SKU-100966,West,1.0,
SKU-100967,North,1.0,
SKU-100968,East,1.0,
SKU-100969,West,1.0,
SKU-100970,North,1.0,
SKU-100971,North,1.0,
SKU-100972,East,1.0,
SKU-100973,West,1.0,
SKU-100974,North,1.0,
SKU-100975,West,1.0,
SKU-100976,South,1.0,
SKU-100977,West,1.0,
SKU-100978,South,1.0,
SKU-100979,South,1.0,
SKU-100980,South,1.0,
SKU-100981,East,1.0,
SKU-100982,West,1.0,
SKU-100983,North,1.0,
SKU-100984,East,1.0,
SKU-100985,South,1.0,
SKU-100986,East,1.0,
SKU-100987,East,1.0,
SKU-100988,East,1.0,
SKU-100989,West,1.0,
SKU-100990,West,1.0,
SKU-100991,South,1.0,
SKU-100992,North,1.0,
SKU-100993,North,1.0,
SKU-100994,South,1.0,
SKU-100995,South,1.0,
SKU-100996,East,1.0,
