date,sku_id,region,units_ordered,naive_forecast,naive_error,seasonal_forecast,ma7_forecast,drift_forecast,category
2026-01-02,SKU-100000,North,54,65,-11,65.0,56.142857142857146,65.0902394106814,Electronics
2026-01-03,SKU-100000,North,48,65,-17,65.0,56.142857142857146,65.10313075506446,Electronics
2026-01-04,SKU-100000,North,29,65,-36,65.0,56.142857142857146,65.11602209944752,Electronics
2026-01-05,SKU-100000,North,63,65,-2,65.0,56.142857142857146,65.12891344383057,Electronics
2026-01-06,SKU-100000,North,58,65,-7,65.0,56.142857142857146,65.14180478821363,Electronics
2026-01-07,SKU-100000,North,73,65,8,65.0,56.142857142857146,65.15469613259668,Electronics
2026-01-08,SKU-100000,North,53,65,-12,65.0,56.142857142857146,65.16758747697975,Electronics
2026-01-09,SKU-100000,North,53,65,-12,65.0,56.142857142857146,65.1804788213628,Electronics
2026-01-10,SKU-100000,North,62,65,-3,65.0,56.142857142857146,65.19337016574586,Electronics
2026-01-11,SKU-100000,North,73,65,8,65.0,56.142857142857146,65.20626151012891,Electronics
2026-01-12,SKU-100000,North,54,65,-11,65.0,56.142857142857146,65.21915285451198,Electronics
2026-01-13,SKU-100000,North,50,65,-15,65.0,56.142857142857146,65.23204419889503,Electronics
2026-01-14,SKU-100000,North,56,65,-9,65.0,56.142857142857146,65.24493554327809,Electronics
2026-01-15,SKU-100000,North,58,65,-7,65.0,56.142857142857146,65.25782688766114,Electronics
2026-01-16,SKU-100000,North,54,65,-11,65.0,56.142857142857146,65.2707182320442,Electronics
2025-12-27,SKU-100000,South,37,41,-4,34.0,43.285714285714285,40.96500920810313,Electronics
2025-12-28,SKU-100000,South,39,41,-2,38.0,43.285714285714285,40.93001841620626,Electronics
2025-12-29,SKU-100000,South,37,41,-4,46.0,43.285714285714285,40.89502762430939,Electronics
2025-12-30,SKU-100000,South,49,41,8,54.0,43.285714285714285,40.860036832412526,Electronics
2025-12-31,SKU-100000,South,52,41,11,43.0,43.285714285714285,40.82504604051565,Electronics
2026-01-01,SKU-100000,South,54,41,13,47.0,43.285714285714285,40.790055248618785,Electronics
2026-01-02,SKU-100000,South,50,41,9,41.0,43.285714285714285,40.75506445672192,Electronics
2026-01-03,SKU-100000,South,41,41,0,41.0,43.285714285714285,40.720073664825044,Electronics
2026-01-04,SKU-100000,South,49,41,8,41.0,43.285714285714285,40.68508287292818,Electronics
2026-01-05,SKU-100000,South,41,41,0,41.0,43.285714285714285,40.65009208103131,Electronics
2026-01-06,SKU-100000,South,64,41,23,41.0,43.285714285714285,40.61510128913444,Electronics
2026-01-07,SKU-100000,South,63,41,22,41.0,43.285714285714285,40.58011049723757,Electronics
2026-01-08,SKU-100000,South,45,41,4,41.0,43.285714285714285,40.5451197053407,Electronics
2026-01-09,SKU-100000,South,27,41,-14,41.0,43.285714285714285,40.51012891344383,Electronics
2026-01-10,SKU-100000,South,25,41,-16,41.0,43.285714285714285,40.47513812154696,Electronics
2026-01-11,SKU-100000,South,46,41,5,41.0,43.285714285714285,40.440147329650095,Electronics
2026-01-12,SKU-100000,South,45,41,4,41.0,43.285714285714285,40.40515653775322,Electronics
2026-01-13,SKU-100000,South,58,41,17,41.0,43.285714285714285,40.370165745856355,Electronics
2026-01-14,SKU-100000,South,48,41,7,41.0,43.285714285714285,40.33517495395949,Electronics
2026-01-15,SKU-100000,South,60,41,19,41.0,43.285714285714285,40.300184162062614,Electronics
2026-01-16,SKU-100000,South,43,41,2,41.0,43.285714285714285,40.26519337016575,Electronics
2025-12-27,SKU-100000,West,80,37,43,49.0,51.57142857142857,36.93370165745856,Electronics
2025-12-28,SKU-100000,West,63,37,26,39.0,51.57142857142857,36.86740331491713,Electronics
2025-12-29,SKU-100000,West,76,37,39,36.0,51.57142857142857,36.80110497237569,Electronics
2025-12-30,SKU-100000,West,64,37,27,58.0,51.57142857142857,36.73480662983425,Electronics
2025-12-31,SKU-100000,West,52,37,15,68.0,51.57142857142857,36.668508287292816,Electronics
2026-01-01,SKU-100000,West,45,37,8,74.0,51.57142857142857,36.60220994475138,Electronics
2026-01-02,SKU-100000,West,53,37,16,37.0,51.57142857142857,36.53591160220994,Electronics
2026-01-03,SKU-100000,West,50,37,13,37.0,51.57142857142857,36.469613259668506,Electronics
2026-01-04,SKU-100000,West,62,37,25,37.0,51.57142857142857,36.40331491712707,Electronics
2026-01-05,SKU-100000,West,54,37,17,37.0,51.57142857142857,36.33701657458563,Electronics
2026-01-06,SKU-100000,West,53,37,16,37.0,51.57142857142857,36.270718232044196,Electronics
2026-01-07,SKU-100000,West,54,37,17,37.0,51.57142857142857,36.20441988950276,Electronics
2026-01-08,SKU-100000,West,42,37,5,37.0,51.57142857142857,36.13812154696133,Electronics
2026-01-09,SKU-100000,West,41,37,4,37.0,51.57142857142857,36.07182320441989,Electronics
2026-01-10,SKU-100000,West,43,37,6,37.0,51.57142857142857,36.005524861878456,Electronics
2026-01-11,SKU-100000,West,57,37,20,37.0,51.57142857142857,35.93922651933702,Electronics
2026-01-12,SKU-100000,West,47,37,10,37.0,51.57142857142857,35.87292817679558,Electronics
2026-01-13,SKU-100000,West,51,37,14,37.0,51.57142857142857,35.806629834254146,Electronics
2026-01-14,SKU-100000,West,60,37,23,37.0,51.57142857142857,35.74033149171271,Electronics
2026-01-15,SKU-100000,West,57,37,20,37.0,51.57142857142857,35.67403314917127,Electronics
2026-01-16,SKU-100000,West,53,37,16,37.0,51.57142857142857,35.607734806629836,Electronics
2025-12-27,SKU-100001,Central,13,13,0,13.0,13.0,12.994475138121548,Toys
2025-12-28,SKU-100001,Central,14,13,1,13.0,13.0,12.988950276243093,Toys
2025-12-29,SKU-100001,Central,10,13,-3,13.0,13.0,12.98342541436464,Toys
2025-12-30,SKU-100001,Central,10,13,-3,9.0,13.0,12.977900552486188,Toys
2025-12-31,SKU-100001,Central,11,13,-2,13.0,13.0,12.972375690607734,Toys
2026-01-01,SKU-100001,Central,9,13,-4,17.0,13.0,12.966850828729282,Toys
2026-01-02,SKU-100001,Central,7,13,-6,13.0,13.0,12.96132596685083,Toys
2026-01-03,SKU-100001,Central,8,13,-5,13.0,13.0,12.955801104972375,Toys
2026-01-04,SKU-100001,Central,9,13,-4,13.0,13.0,12.950276243093922,Toys
2026-01-05,SKU-100001,Central,10,13,-3,13.0,13.0,12.94475138121547,Toys
2026-01-06,SKU-100001,Central,9,13,-4,13.0,13.0,12.939226519337016,Toys
2026-01-07,SKU-100001,Central,9,13,-4,13.0,13.0,12.933701657458563,Toys
2026-01-08,SKU-100001,Central,7,13,-6,13.0,13.0,12.92817679558011,Toys
2026-01-09,SKU-100001,Central,4,13,-9,13.0,13.0,12.922651933701658,Toys
2026-01-10,SKU-100001,Central,8,13,-5,13.0,13.0,12.917127071823204,Toys
2026-01-11,SKU-100001,Central,13,13,0,13.0,13.0,12.911602209944752,Toys
2026-01-12,SKU-100001,Central,7,13,-6,13.0,13.0,12.9060773480663,Toys
2026-01-13,SKU-100001,Central,13,13,0,13.0,13.0,12.900552486187845,Toys
2026-01-14,SKU-100001,Central,9,13,-4,13.0,13.0,12.895027624309392,Toys
2026-01-15,SKU-100001,Central,9,13,-4,13.0,13.0,12.88950276243094,Toys
2026-01-16,SKU-100001,Central,10,13,-3,13.0,13.0,12.883977900552486,Toys
2025-12-27,SKU-100001,East,17,8,9,14.0,14.142857142857142,7.983425414364641,Toys
2025-12-28,SKU-100001,East,14,8,6,14.0,14.142857142857142,7.966850828729282,Toys
2025-12-29,SKU-100001,East,12,8,4,17.0,14.142857142857142,7.9502762430939224,Toys
2025-12-30,SKU-100001,East,11,8,3,15.0,14.142857142857142,7.933701657458563,Toys
2025-12-31,SKU-100001,East,14,8,6,14.0,14.142857142857142,7.917127071823204,Toys
2026-01-01,SKU-100001,East,10,8,2,17.0,14.142857142857142,7.900552486187845,Toys
2026-01-02,SKU-100001,East,8,8,0,8.0,14.142857142857142,7.883977900552487,Toys
2026-01-03,SKU-100001,East,8,8,0,8.0,14.142857142857142,7.867403314917127,Toys
2026-01-04,SKU-100001,East,10,8,2,8.0,14.142857142857142,7.850828729281768,Toys
2026-01-05,SKU-100001,East,10,8,2,8.0,14.142857142857142,7.834254143646409,Toys
2026-01-06,SKU-100001,East,11,8,3,8.0,14.142857142857142,7.81767955801105,Toys
2026-01-07,SKU-100001,East,10,8,2,8.0,14.142857142857142,7.801104972375691,Toys
2026-01-08,SKU-100001,East,10,8,2,8.0,14.142857142857142,7.7845303867403315,Toys
2026-01-09,SKU-100001,East,11,8,3,8.0,14.142857142857142,7.767955801104972,Toys
2026-01-10,SKU-100001,East,10,8,2,8.0,14.142857142857142,7.751381215469613,Toys
2026-01-11,SKU-100001,East,14,8,6,8.0,14.142857142857142,7.734806629834254,Toys
2026-01-12,SKU-100001,East,7,8,-1,8.0,14.142857142857142,7.718232044198895,Toys
2026-01-13,SKU-100001,East,10,8,2,8.0,14.142857142857142,7.701657458563536,Toys
2026-01-14,SKU-100001,East,11,8,3,8.0,14.142857142857142,7.685082872928177,Toys
2026-01-15,SKU-100001,East,12,8,4,8.0,14.142857142857142,7.668508287292818,Toys
2026-01-16,SKU-100001,East,7,8,-1,8.0,14.142857142857142,7.651933701657459,Toys
2025-12-27,SKU-100001,North,21,21,0,10.0,15.714285714285714,21.009208103130756,Toys
2025-12-28,SKU-100001,North,14,21,-7,14.0,15.714285714285714,21.01841620626151,Toys
2025-12-29,SKU-100001,North,9,21,-12,20.0,15.714285714285714,21.027624309392266,Toys
2025-12-30,SKU-100001,North,14,21,-7,15.0,15.714285714285714,21.03683241252302,Toys
2025-12-31,SKU-100001,North,21,21,0,18.0,15.714285714285714,21.046040515653775,Toys
2026-01-01,SKU-100001,North,12,21,-9,12.0,15.714285714285714,21.055248618784532,Toys
2026-01-02,SKU-100001,North,9,21,-12,21.0,15.714285714285714,21.064456721915285,Toys
2026-01-03,SKU-100001,North,10,21,-11,21.0,15.714285714285714,21.07366482504604,Toys
2026-01-04,SKU-100001,North,10,21,-11,21.0,15.714285714285714,21.082872928176794,Toys
2026-01-05,SKU-100001,North,11,21,-10,21.0,15.714285714285714,21.09208103130755,Toys
2026-01-06,SKU-100001,North,14,21,-7,21.0,15.714285714285714,21.101289134438307,Toys
2026-01-07,SKU-100001,North,10,21,-11,21.0,15.714285714285714,21.11049723756906,Toys
2026-01-08,SKU-100001,North,9,21,-12,21.0,15.714285714285714,21.119705340699817,Toys
2026-01-09,SKU-100001,North,11,21,-10,21.0,15.714285714285714,21.12891344383057,Toys
2026-01-10,SKU-100001,North,9,21,-12,21.0,15.714285714285714,21.138121546961326,Toys
2026-01-11,SKU-100001,North,12,21,-9,21.0,15.714285714285714,21.147329650092082,Toys
2026-01-12,SKU-100001,North,14,21,-7,21.0,15.714285714285714,21.156537753222835,Toys
2026-01-13,SKU-100001,North,13,21,-8,21.0,15.714285714285714,21.165745856353592,Toys
2026-01-14,SKU-100001,North,13,21,-8,21.0,15.714285714285714,21.174953959484345,Toys
2026-01-15,SKU-100001,North,10,21,-11,21.0,15.714285714285714,21.1841620626151,Toys
2026-01-16,SKU-100001,North,11,21,-10,21.0,15.714285714285714,21.193370165745858,Toys
2025-12-27,SKU-100001,South,12,7,5,16.0,12.857142857142858,6.9926335174953955,Toys
2025-12-28,SKU-100001,South,10,7,3,15.0,12.857142857142858,6.985267034990792,Toys
2025-12-29,SKU-100001,South,8,7,1,10.0,12.857142857142858,6.9779005524861875,Toys
2025-12-30,SKU-100001,South,11,7,4,13.0,12.857142857142858,6.970534069981584,Toys
2025-12-31,SKU-100001,South,12,7,5,10.0,12.857142857142858,6.963167587476979,Toys
2026-01-01,SKU-100001,South,6,7,-1,19.0,12.857142857142858,6.955801104972376,Toys
2026-01-02,SKU-100001,South,9,7,2,7.0,12.857142857142858,6.948434622467771,Toys
2026-01-03,SKU-100001,South,9,7,2,7.0,12.857142857142858,6.941068139963168,Toys
2026-01-04,SKU-100001,South,8,7,1,7.0,12.857142857142858,6.933701657458563,Toys
2026-01-05,SKU-100001,South,10,7,3,7.0,12.857142857142858,6.92633517495396,Toys
2026-01-06,SKU-100001,South,7,7,0,7.0,12.857142857142858,6.918968692449355,Toys
2026-01-07,SKU-100001,South,12,7,5,7.0,12.857142857142858,6.911602209944752,Toys
2026-01-08,SKU-100001,South,8,7,1,7.0,12.857142857142858,6.904235727440147,Toys
2026-01-09,SKU-100001,South,6,7,-1,7.0,12.857142857142858,6.8968692449355435,Toys
2026-01-10,SKU-100001,South,6,7,-1,7.0,12.857142857142858,6.889502762430939,Toys
2026-01-11,SKU-100001,South,9,7,2,7.0,12.857142857142858,6.8821362799263355,Toys
2026-01-12,SKU-100001,South,9,7,2,7.0,12.857142857142858,6.874769797421731,Toys
2026-01-13,SKU-100001,South,13,7,6,7.0,12.857142857142858,6.867403314917127,Toys
2026-01-14,SKU-100001,South,12,7,5,7.0,12.857142857142858,6.860036832412523,Toys
2026-01-15,SKU-100001,South,9,7,2,7.0,12.857142857142858,6.852670349907919,Toys
2026-01-16,SKU-100001,South,5,7,-2,7.0,12.857142857142858,6.845303867403315,Toys
2025-12-27,SKU-100001,West,12,11,1,18.0,14.428571428571429,10.990791896869245,Toys
2025-12-28,SKU-100001,West,10,11,-1,20.0,14.428571428571429,10.98158379373849,Toys
2025-12-29,SKU-100001,West,11,11,0,11.0,14.428571428571429,10.972375690607734,Toys
2025-12-30,SKU-100001,West,11,11,0,14.0,14.428571428571429,10.96316758747698,Toys
2025-12-31,SKU-100001,West,24,11,13,15.0,14.428571428571429,10.953959484346225,Toys
2026-01-01,SKU-100001,West,8,11,-3,12.0,14.428571428571429,10.94475138121547,Toys
2026-01-02,SKU-100001,West,11,11,0,11.0,14.428571428571429,10.935543278084715,Toys
2026-01-03,SKU-100001,West,9,11,-2,11.0,14.428571428571429,10.926335174953959,Toys
2026-01-04,SKU-100001,West,12,11,1,11.0,14.428571428571429,10.917127071823204,Toys
2026-01-05,SKU-100001,West,12,11,1,11.0,14.428571428571429,10.90791896869245,Toys
2026-01-06,SKU-100001,West,14,11,3,11.0,14.428571428571429,10.898710865561695,Toys
2026-01-07,SKU-100001,West,8,11,-3,11.0,14.428571428571429,10.88950276243094,Toys
2026-01-08,SKU-100001,West,13,11,2,11.0,14.428571428571429,10.880294659300183,Toys
2026-01-09,SKU-100001,West,10,11,-1,11.0,14.428571428571429,10.871086556169429,Toys
2026-01-10,SKU-100001,West,9,11,-2,11.0,14.428571428571429,10.861878453038674,Toys
2026-01-11,SKU-100001,West,12,11,1,11.0,14.428571428571429,10.85267034990792,Toys
2026-01-12,SKU-100001,West,8,11,-3,11.0,14.428571428571429,10.843462246777165,Toys
2026-01-13,SKU-100001,West,10,11,-1,11.0,14.428571428571429,10.834254143646408,Toys
2026-01-14,SKU-100001,West,12,11,1,11.0,14.428571428571429,10.825046040515653,Toys
2026-01-15,SKU-100001,West,10,11,-1,11.0,14.428571428571429,10.815837937384899,Toys
2026-01-16,SKU-100001,West,10,11,-1,11.0,14.428571428571429,10.806629834254144,Toys
2025-12-27,SKU-100002,Central,43,48,-5,34.0,47.285714285714285,48.005524861878456,Toys
2025-12-28,SKU-100002,Central,46,48,-2,45.0,47.285714285714285,48.011049723756905,Toys
2025-12-29,SKU-100002,Central,28,48,-20,36.0,47.285714285714285,48.01657458563536,Toys
2025-12-30,SKU-100002,Central,47,48,-1,66.0,47.285714285714285,48.02209944751381,Toys
2025-12-31,SKU-100002,Central,52,48,4,56.0,47.285714285714285,48.027624309392266,Toys
2026-01-01,SKU-100002,Central,34,48,-14,46.0,47.285714285714285,48.033149171270715,Toys
2026-01-02,SKU-100002,Central,22,48,-26,48.0,47.285714285714285,48.03867403314917,Toys
2026-01-03,SKU-100002,Central,32,48,-16,48.0,47.285714285714285,48.04419889502763,Toys
2026-01-04,SKU-100002,Central,39,48,-9,48.0,47.285714285714285,48.049723756906076,Toys
2026-01-05,SKU-100002,Central,33,48,-15,48.0,47.285714285714285,48.05524861878453,Toys
2026-01-06,SKU-100002,Central,41,48,-7,48.0,47.285714285714285,48.06077348066298,Toys
2026-01-07,SKU-100002,Central,53,48,5,48.0,47.285714285714285,48.06629834254144,Toys
2026-01-08,SKU-100002,Central,26,48,-22,48.0,47.285714285714285,48.07182320441989,Toys
2026-01-09,SKU-100002,Central,34,48,-14,48.0,47.285714285714285,48.07734806629834,Toys
2026-01-10,SKU-100002,Central,36,48,-12,48.0,47.285714285714285,48.0828729281768,Toys
2026-01-11,SKU-100002,Central,41,48,-7,48.0,47.285714285714285,48.08839779005525,Toys
2026-01-12,SKU-100002,Central,31,48,-17,48.0,47.285714285714285,48.0939226519337,Toys
2026-01-13,SKU-100002,Central,37,48,-11,48.0,47.285714285714285,48.09944751381215,Toys
2026-01-14,SKU-100002,Central,30,48,-18,48.0,47.285714285714285,48.10497237569061,Toys
2026-01-15,SKU-100002,Central,30,48,-18,48.0,47.285714285714285,48.110497237569064,Toys
2026-01-16,SKU-100002,Central,20,48,-28,48.0,47.285714285714285,48.11602209944751,Toys
2025-12-27,SKU-100002,East,42,34,8,42.0,50.285714285714285,33.94475138121547,Toys
2025-12-28,SKU-100002,East,46,34,12,60.0,50.285714285714285,33.889502762430936,Toys
2025-12-29,SKU-100002,East,42,34,8,50.0,50.285714285714285,33.83425414364641,Toys
2025-12-30,SKU-100002,East,39,34,5,62.0,50.285714285714285,33.77900552486188,Toys
2025-12-31,SKU-100002,East,71,34,37,47.0,50.285714285714285,33.72375690607735,Toys
2026-01-01,SKU-100002,East,45,34,11,57.0,50.285714285714285,33.668508287292816,Toys
2026-01-02,SKU-100002,East,29,34,-5,34.0,50.285714285714285,33.613259668508285,Toys
2026-01-03,SKU-100002,East,29,34,-5,34.0,50.285714285714285,33.55801104972376,Toys
2026-01-04,SKU-100002,East,37,34,3,34.0,50.285714285714285,33.50276243093923,Toys
2026-01-05,SKU-100002,East,35,34,1,34.0,50.285714285714285,33.447513812154696,Toys
2026-01-06,SKU-100002,East,46,34,12,34.0,50.285714285714285,33.392265193370164,Toys
2026-01-07,SKU-100002,East,52,34,18,34.0,50.285714285714285,33.33701657458563,Toys
2026-01-08,SKU-100002,East,41,34,7,34.0,50.285714285714285,33.28176795580111,Toys
2026-01-09,SKU-100002,East,35,34,1,34.0,50.285714285714285,33.226519337016576,Toys
2026-01-10,SKU-100002,East,33,34,-1,34.0,50.285714285714285,33.171270718232044,Toys
2026-01-11,SKU-100002,East,25,34,-9,34.0,50.285714285714285,33.11602209944751,Toys
2026-01-12,SKU-100002,East,30,34,-4,34.0,50.285714285714285,33.06077348066298,Toys
2026-01-13,SKU-100002,East,36,34,2,34.0,50.285714285714285,33.005524861878456,Toys
2026-01-14,SKU-100002,East,38,34,4,34.0,50.285714285714285,32.950276243093924,Toys
2026-01-15,SKU-100002,East,36,34,2,34.0,50.285714285714285,32.89502762430939,Toys
2026-01-16,SKU-100002,East,33,34,-1,34.0,50.285714285714285,32.83977900552486,Toys
2025-12-27,SKU-100002,North,42,54,-12,56.0,49.42857142857143,53.94843462246777,Toys
2025-12-28,SKU-100002,North,47,54,-7,47.0,49.42857142857143,53.896869244935544,Toys
2025-12-29,SKU-100002,North,43,54,-11,38.0,49.42857142857143,53.84530386740332,Toys
2025-12-30,SKU-100002,North,53,54,-1,49.0,49.42857142857143,53.79373848987109,Toys
2025-12-31,SKU-100002,North,71,54,17,55.0,49.42857142857143,53.74217311233886,Toys
2026-01-01,SKU-100002,North,41,54,-13,47.0,49.42857142857143,53.69060773480663,Toys
2026-01-02,SKU-100002,North,35,54,-19,54.0,49.42857142857143,53.6390423572744,Toys
2026-01-03,SKU-100002,North,39,54,-15,54.0,49.42857142857143,53.58747697974217,Toys
2026-01-04,SKU-100002,North,33,54,-21,54.0,49.42857142857143,53.53591160220994,Toys
2026-01-05,SKU-100002,North,43,54,-11,54.0,49.42857142857143,53.484346224677715,Toys
2026-01-06,SKU-100002,North,38,54,-16,54.0,49.42857142857143,53.43278084714549,Toys
2026-01-07,SKU-100002,North,54,54,0,54.0,49.42857142857143,53.38121546961326,Toys
2026-01-08,SKU-100002,North,36,54,-18,54.0,49.42857142857143,53.32965009208103,Toys
2026-01-09,SKU-100002,North,45,54,-9,54.0,49.42857142857143,53.278084714548804,Toys
2026-01-10,SKU-100002,North,31,54,-23,54.0,49.42857142857143,53.226519337016576,Toys
2026-01-11,SKU-100002,North,31,54,-23,54.0,49.42857142857143,53.17495395948435,Toys
2026-01-12,SKU-100002,North,39,54,-15,54.0,49.42857142857143,53.12338858195212,Toys
2026-01-13,SKU-100002,North,44,54,-10,54.0,49.42857142857143,53.07182320441989,Toys
2026-01-14,SKU-100002,North,36,54,-18,54.0,49.42857142857143,53.02025782688766,Toys
2026-01-15,SKU-100002,North,40,54,-14,54.0,49.42857142857143,52.96869244935543,Toys
2026-01-16,SKU-100002,North,31,54,-23,54.0,49.42857142857143,52.9171270718232,Toys
2025-12-27,SKU-100002,South,42,33,9,41.0,40.714285714285715,32.97790055248619,Toys
2025-12-28,SKU-100002,South,34,33,1,49.0,40.714285714285715,32.95580110497237,Toys
2025-12-29,SKU-100002,South,45,33,12,39.0,40.714285714285715,32.93370165745856,Toys
2025-12-30,SKU-100002,South,38,33,5,40.0,40.714285714285715,32.91160220994475,Toys
2025-12-31,SKU-100002,South,42,33,9,42.0,40.714285714285715,32.889502762430936,Toys
2026-01-01,SKU-100002,South,38,33,5,41.0,40.714285714285715,32.86740331491713,Toys
2026-01-02,SKU-100002,South,28,33,-5,33.0,40.714285714285715,32.84530386740332,Toys
2026-01-03,SKU-100002,South,25,33,-8,33.0,40.714285714285715,32.8232044198895,Toys
2026-01-04,SKU-100002,South,24,33,-9,33.0,40.714285714285715,32.80110497237569,Toys
2026-01-05,SKU-100002,South,12,33,-21,33.0,40.714285714285715,32.77900552486188,Toys
2026-01-06,SKU-100002,South,30,33,-3,33.0,40.714285714285715,32.75690607734806,Toys
2026-01-07,SKU-100002,South,33,33,0,33.0,40.714285714285715,32.73480662983425,Toys
2026-01-08,SKU-100002,South,28,33,-5,33.0,40.714285714285715,32.71270718232044,Toys
2026-01-09,SKU-100002,South,33,33,0,33.0,40.714285714285715,32.69060773480663,Toys
2026-01-10,SKU-100002,South,32,33,-1,33.0,40.714285714285715,32.668508287292816,Toys
2026-01-11,SKU-100002,South,29,33,-4,33.0,40.714285714285715,32.646408839779006,Toys
2026-01-12,SKU-100002,South,38,33,5,33.0,40.714285714285715,32.6243093922652,Toys
2026-01-13,SKU-100002,South,43,33,10,33.0,40.714285714285715,32.60220994475138,Toys
2026-01-14,SKU-100002,South,42,33,9,33.0,40.714285714285715,32.58011049723757,Toys
2026-01-15,SKU-100002,South,43,33,10,33.0,40.714285714285715,32.55801104972376,Toys
2026-01-16,SKU-100002,South,24,33,-9,33.0,40.714285714285715,32.53591160220994,Toys
2025-12-27,SKU-100002,West,54,44,10,42.0,48.285714285714285,43.97605893186004,Toys
2025-12-28,SKU-100002,West,46,44,2,43.0,48.285714285714285,43.952117863720076,Toys
2025-12-29,SKU-100002,West,65,44,21,54.0,48.285714285714285,43.92817679558011,Toys
2025-12-30,SKU-100002,West,48,44,4,48.0,48.285714285714285,43.904235727440145,Toys
